,Position,Fa13.BD.MM110.SD.MAG9-A,Fa13.BD.MM110.SD.MAG9-C,Fa13.BD.MM110.SD.MAG9-G,Fa13.BD.MM110.SD.MAG9-T,Sp13.BD.MM110.SD.MAG9-A,Sp13.BD.MM110.SD.MAG9-C,Sp13.BD.MM110.SD.MAG9-G,Sp13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SN.MAG9-A,Sp13.BD.MM15.SN.MAG9-C,Sp13.BD.MM15.SN.MAG9-G,Sp13.BD.MM15.SN.MAG9-T,Su13.BD.MLB.DD.MAG9-A,Su13.BD.MLB.DD.MAG9-C,Su13.BD.MLB.DD.MAG9-G,Su13.BD.MLB.DD.MAG9-T,Sp13.BD.MM15.DD.A.MAG9-A,Sp13.BD.MM15.DD.A.MAG9-C,Sp13.BD.MM15.DD.A.MAG9-G,Sp13.BD.MM15.DD.A.MAG9-T,Sp13.BD.MM110.SN.MAG9-A,Sp13.BD.MM110.SN.MAG9-C,Sp13.BD.MM110.SN.MAG9-G,Sp13.BD.MM110.SN.MAG9-T,Fa13.BD.MM15.DN.MAG9-A,Fa13.BD.MM15.DN.MAG9-C,Fa13.BD.MM15.DN.MAG9-G,Fa13.BD.MM15.DN.MAG9-T,Sp13.BD.MM110.DD.MAG9-A,Sp13.BD.MM110.DD.MAG9-C,Sp13.BD.MM110.DD.MAG9-G,Sp13.BD.MM110.DD.MAG9-T,Su13.BD.MM110.DCMD.MAG9-A,Su13.BD.MM110.DCMD.MAG9-C,Su13.BD.MM110.DCMD.MAG9-G,Su13.BD.MM110.DCMD.MAG9-T,Su13.BD.MLB.SD.C.MAG9-A,Su13.BD.MLB.SD.C.MAG9-C,Su13.BD.MLB.SD.C.MAG9-G,Su13.BD.MLB.SD.C.MAG9-T,Su13.BD.MM110.SD.MAG9-A,Su13.BD.MM110.SD.MAG9-C,Su13.BD.MM110.SD.MAG9-G,Su13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SD.MAG9-A,Sp13.BD.MM15.SD.MAG9-C,Sp13.BD.MM15.SD.MAG9-G,Sp13.BD.MM15.SD.MAG9-T,Sp13.BD.MLB.SN.MAG9-A,Sp13.BD.MLB.SN.MAG9-C,Sp13.BD.MLB.SN.MAG9-G,Sp13.BD.MLB.SN.MAG9-T,Fa13.BD.MM15.SN.MAG9-A,Fa13.BD.MM15.SN.MAG9-C,Fa13.BD.MM15.SN.MAG9-G,Fa13.BD.MM15.SN.MAG9-T,Fa13.BD.MLB.DN.MAG9-A,Fa13.BD.MLB.DN.MAG9-C,Fa13.BD.MLB.DN.MAG9-G,Fa13.BD.MLB.DN.MAG9-T,Su13.BD.MM15.SN.C.MAG9-A,Su13.BD.MM15.SN.C.MAG9-C,Su13.BD.MM15.SN.C.MAG9-G,Su13.BD.MM15.SN.C.MAG9-T,Fa13.BD.MM15.SD.MAG9-A,Fa13.BD.MM15.SD.MAG9-C,Fa13.BD.MM15.SD.MAG9-G,Fa13.BD.MM15.SD.MAG9-T,Su13.BD.MM15.DN.MAG9-A,Su13.BD.MM15.DN.MAG9-C,Su13.BD.MM15.DN.MAG9-G,Su13.BD.MM15.DN.MAG9-T,Fa13.BD.MLB.SN.MAG9-A,Fa13.BD.MLB.SN.MAG9-C,Fa13.BD.MLB.SN.MAG9-G,Fa13.BD.MLB.SN.MAG9-T,Su13.BD.MM110.SN.C.MAG9-A,Su13.BD.MM110.SN.C.MAG9-C,Su13.BD.MM110.SN.C.MAG9-G,Su13.BD.MM110.SN.C.MAG9-T,Fa13.BD.MM110.DN.MAG9-A,Fa13.BD.MM110.DN.MAG9-C,Fa13.BD.MM110.DN.MAG9-G,Fa13.BD.MM110.DN.MAG9-T,Fa13.BD.MM110.SN.MAG9-A,Fa13.BD.MM110.SN.MAG9-C,Fa13.BD.MM110.SN.MAG9-G,Fa13.BD.MM110.SN.MAG9-T,Su13.BD.MM15.SD.MAG9-A,Su13.BD.MM15.SD.MAG9-C,Su13.BD.MM15.SD.MAG9-G,Su13.BD.MM15.SD.MAG9-T
contig_21633_8,1039,0,1,0,0,0,10,0,1,0,7,0,3,0,1,0,2,0,15,0,1,0,2,0,0,0,0,0,0,0,8,0,1,0,3,0,0,0,6,0,2,0,6,0,0,0,9,0,0,0,3,0,3,0,3,0,0,0,5,0,1,0,13,0,1,0,1,0,0,0,9,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0
contig_21633_8,1040,0,0,0,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,14,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
contig_21633_8,1041,0,0,1,0,0,0,11,0,0,0,11,0,2,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,9,0,0,1,5,0,0,0,3,0,0,2,5,0,0,0,14,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0
contig_21633_8,1042,0,0,0,1,0,0,0,11,0,0,0,11,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,14,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
contig_21633_8,1043,0,1,0,0,0,11,0,0,0,11,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,8,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,14,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0
contig_21633_8,1044,0,1,0,0,1,0,10,0,0,5,6,0,0,2,1,0,0,7,9,0,0,0,2,0,0,0,0,0,0,1,9,0,0,0,4,0,0,4,4,0,0,0,6,0,0,2,6,0,2,0,4,0,0,0,2,0,0,2,5,0,0,4,11,0,0,0,1,0,1,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0
contig_21633_8,1045,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,8,0,0,0,5,0,1,0,2,0,0,0,7,0,0,0,15,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
contig_21633_8,1046,0,0,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,8,0,0,0,7,0,0,0,2,0,0,0,7,0,0,0,15,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0
contig_21633_8,1047,0,0,0,1,0,10,0,1,0,7,0,3,0,3,0,0,0,11,0,4,0,1,0,1,0,0,0,0,0,9,0,0,0,4,1,0,0,8,0,0,0,6,0,0,0,8,0,0,0,6,0,1,0,2,0,0,0,7,0,0,0,12,0,2,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0
contig_21633_8,1048,0,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,6,0,2,0,6,0,0,0,8,0,0,0,7,0,0,0,2,0,0,0,7,0,0,0,14,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0,0
contig_21633_8,1049,0,0,0,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,8,0,0,0,7,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2
contig_21633_8,1050,0,0,1,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0
contig_21633_8,1051,1,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
contig_21633_8,1052,0,0,0,1,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1
contig_21633_8,1053,0,0,1,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0
contig_21633_8,1054,0,0,1,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0
contig_21633_8,1055,1,0,0,0,8,0,0,0,10,0,0,0,3,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
contig_21633_8,1056,0,1,0,0,0,8,0,0,0,10,0,0,0,3,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,0,1,0,5,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
contig_21633_8,1057,1,0,0,0,8,0,0,0,10,0,0,0,3,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
contig_21633_8,1058,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
contig_21633_8,1059,1,0,0,0,0,0,8,0,0,0,11,0,0,0,3,0,2,0,9,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,5,0,2,0,5,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,7,0,3,0,10,0,0,0,1,0,0,0,8,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0
contig_21633_8,1060,0,1,0,0,0,8,0,0,0,9,0,2,0,1,0,2,0,8,0,3,0,1,0,1,0,0,0,0,0,8,0,0,0,5,0,0,0,5,0,2,0,5,0,0,0,6,0,0,0,3,0,1,0,2,0,0,0,7,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
contig_21633_8,1061,0,0,0,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1
contig_21633_8,1062,0,0,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,5,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0
contig_21633_8,1063,0,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
contig_21633_8,1064,0,1,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,13,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
contig_21633_8,1065,0,1,0,0,0,8,0,0,0,12,0,0,0,3,0,0,2,9,0,0,1,2,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,4,1,0,0,12,0,0,0,1,0,0,0,7,0,1,0,2,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0
contig_21633_8,1066,0,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,9,0,0,2,2,0,0,1,0,0,0,0,7,0,0,0,5,0,0,0,2,0,0,1,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,4,0,0,1,9,0,0,0,1,0,0,0,8,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
contig_21633_8,1067,0,0,0,0,0,0,8,0,1,0,10,0,0,1,2,0,0,2,8,0,0,1,2,0,0,0,0,0,0,0,7,0,1,0,4,0,0,1,2,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,3,1,0,0,0,9,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0
contig_21633_8,1068,0,0,0,0,0,8,0,0,0,11,0,0,0,0,1,2,0,8,2,0,0,2,1,0,0,0,0,0,0,7,0,0,0,5,0,0,1,2,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,3,1,0,0,9,0,0,0,1,0,0,0,7,0,1,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
contig_21633_8,1069,0,0,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_21633_8,1070,0,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_21633_8,1071,0,0,0,0,8,0,0,0,8,0,3,0,3,0,0,0,4,2,3,0,2,1,0,0,0,0,0,0,7,0,0,0,5,0,0,0,1,0,1,0,6,0,0,0,3,0,2,0,0,0,2,0,2,0,0,0,1,0,3,0,8,0,1,0,1,0,0,0,7,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_21633_8,1072,0,0,0,0,8,0,0,0,11,0,0,0,0,3,0,0,6,1,0,2,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,8,1,0,0,1,0,0,0,8,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_21633_8,1073,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
contig_21633_8,1074,0,0,0,0,0,0,8,0,0,0,12,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1075,0,0,0,0,8,0,0,0,11,1,0,0,2,0,0,1,9,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,9,0,0,0,1,0,0,0,8,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_21633_8,1076,0,0,0,0,0,8,0,0,0,9,3,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1077,0,0,0,0,0,8,0,0,0,12,0,0,0,0,3,0,0,8,0,1,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,8,1,0,0,1,0,0,0,8,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1078,0,0,0,0,0,0,8,0,0,0,12,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1079,0,0,0,0,0,8,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1080,0,0,0,0,0,8,0,0,0,13,0,0,0,3,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,1,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1081,0,0,0,0,8,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_21633_8,1082,0,0,0,0,8,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_21633_8,1083,0,0,0,0,0,0,8,0,0,0,13,0,1,0,2,0,5,0,5,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,4,0,1,0,3,0,0,0,2,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1084,0,0,0,0,0,0,7,0,0,0,13,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1085,0,0,0,0,0,7,0,0,0,14,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1086,0,0,0,0,7,0,0,0,13,1,0,0,0,2,1,0,3,7,0,0,1,1,0,0,0,0,0,0,7,0,0,0,4,0,0,0,1,1,0,1,7,0,0,0,3,1,0,0,1,2,0,1,2,0,0,0,0,4,0,0,8,0,0,1,1,0,0,0,6,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_21633_8,1087,0,0,0,0,0,0,7,0,0,0,15,0,0,0,3,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,6,1,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1088,0,0,0,0,0,7,0,0,0,14,1,0,0,1,2,0,0,4,6,0,0,1,1,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,3,1,0,0,2,0,0,0,2,2,0,0,8,1,0,0,2,0,0,0,4,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_21633_8,1089,0,0,0,0,0,0,7,0,0,4,10,0,0,1,2,0,1,0,6,4,0,0,1,1,0,0,0,0,0,0,7,0,0,0,4,0,0,0,2,1,0,0,8,0,0,0,4,0,0,0,3,1,0,0,2,0,0,2,1,1,0,0,8,0,0,0,2,0,0,0,4,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
contig_21633_8,1090,0,0,0,0,0,0,0,7,0,0,0,15,0,0,1,2,0,0,4,8,0,0,1,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,1,2,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,2,0,0,2,2,0,0,0,8,0,0,0,2,0,0,0,6,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
contig_21633_8,1091,0,0,0,0,0,7,0,0,0,19,0,0,1,2,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,2,2,0,0,0,8,0,0,0,2,0,0,0,6,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
contig_21633_8,1092,0,0,0,0,0,7,0,0,0,18,0,1,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,8,2,0,0,4,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
contig_21633_8,1093,0,0,0,0,7,0,0,0,19,0,0,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
contig_21633_8,1094,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
contig_21633_8,1095,0,0,0,0,0,0,6,0,0,0,18,0,0,0,3,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,9,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
contig_21633_8,1096,0,0,0,0,0,0,6,0,0,0,18,0,0,0,3,0,0,0,18,0,0,0,4,0,0,0,4,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
contig_21633_8,1097,0,0,0,0,6,0,0,0,18,0,0,0,3,0,0,0,18,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
contig_21633_8,1098,0,0,0,0,0,6,0,0,0,18,0,0,0,3,0,0,0,18,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0
contig_21633_8,1099,0,0,0,0,6,0,0,0,18,0,0,0,2,1,0,0,18,0,0,0,4,0,0,0,2,2,0,0,9,0,0,0,4,0,0,0,2,2,0,0,9,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,2,2,0,0,10,0,0,0,2,0,0,0,5,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
