,Position,Su13.BD.MLB.DD.MAG1-A,Su13.BD.MLB.DD.MAG1-C,Su13.BD.MLB.DD.MAG1-G,Su13.BD.MLB.DD.MAG1-T,Sp13.BD.MM15.DD.A.MAG1-A,Sp13.BD.MM15.DD.A.MAG1-C,Sp13.BD.MM15.DD.A.MAG1-G,Sp13.BD.MM15.DD.A.MAG1-T,Fa13.BD.MLB.SN.MAG1-A,Fa13.BD.MLB.SN.MAG1-C,Fa13.BD.MLB.SN.MAG1-G,Fa13.BD.MLB.SN.MAG1-T,Sp13.BD.MM110.DD.MAG1-A,Sp13.BD.MM110.DD.MAG1-C,Sp13.BD.MM110.DD.MAG1-G,Sp13.BD.MM110.DD.MAG1-T,Su13.BD.MM110.SN.C.MAG1-A,Su13.BD.MM110.SN.C.MAG1-C,Su13.BD.MM110.SN.C.MAG1-G,Su13.BD.MM110.SN.C.MAG1-T,Fa13.BD.MM15.DN.MAG1-A,Fa13.BD.MM15.DN.MAG1-C,Fa13.BD.MM15.DN.MAG1-G,Fa13.BD.MM15.DN.MAG1-T,Su13.BD.MM15.DN.MAG1-A,Su13.BD.MM15.DN.MAG1-C,Su13.BD.MM15.DN.MAG1-G,Su13.BD.MM15.DN.MAG1-T,Sp13.BD.MM110.SD.MAG1-A,Sp13.BD.MM110.SD.MAG1-C,Sp13.BD.MM110.SD.MAG1-G,Sp13.BD.MM110.SD.MAG1-T,Su13.BD.MM110.SD.MAG1-A,Su13.BD.MM110.SD.MAG1-C,Su13.BD.MM110.SD.MAG1-G,Su13.BD.MM110.SD.MAG1-T,Fa13.BD.MM15.SD.MAG1-A,Fa13.BD.MM15.SD.MAG1-C,Fa13.BD.MM15.SD.MAG1-G,Fa13.BD.MM15.SD.MAG1-T,Fa13.BD.MM110.SN.MAG1-A,Fa13.BD.MM110.SN.MAG1-C,Fa13.BD.MM110.SN.MAG1-G,Fa13.BD.MM110.SN.MAG1-T,Su13.BD.MM15.SN.C.MAG1-A,Su13.BD.MM15.SN.C.MAG1-C,Su13.BD.MM15.SN.C.MAG1-G,Su13.BD.MM15.SN.C.MAG1-T,Fa13.BD.MM110.SD.MAG1-A,Fa13.BD.MM110.SD.MAG1-C,Fa13.BD.MM110.SD.MAG1-G,Fa13.BD.MM110.SD.MAG1-T,Fa13.BD.MM110.DN.MAG1-A,Fa13.BD.MM110.DN.MAG1-C,Fa13.BD.MM110.DN.MAG1-G,Fa13.BD.MM110.DN.MAG1-T,Sp13.BD.MM15.SD.MAG1-A,Sp13.BD.MM15.SD.MAG1-C,Sp13.BD.MM15.SD.MAG1-G,Sp13.BD.MM15.SD.MAG1-T,Sp13.BD.MLB.SN.MAG1-A,Sp13.BD.MLB.SN.MAG1-C,Sp13.BD.MLB.SN.MAG1-G,Sp13.BD.MLB.SN.MAG1-T,Sp13.BD.MM15.SN.MAG1-A,Sp13.BD.MM15.SN.MAG1-C,Sp13.BD.MM15.SN.MAG1-G,Sp13.BD.MM15.SN.MAG1-T,Fa13.BD.MLB.DN.MAG1-A,Fa13.BD.MLB.DN.MAG1-C,Fa13.BD.MLB.DN.MAG1-G,Fa13.BD.MLB.DN.MAG1-T,Su13.BD.MLB.SD.C.MAG1-A,Su13.BD.MLB.SD.C.MAG1-C,Su13.BD.MLB.SD.C.MAG1-G,Su13.BD.MLB.SD.C.MAG1-T,Su13.BD.MM15.SD.MAG1-A,Su13.BD.MM15.SD.MAG1-C,Su13.BD.MM15.SD.MAG1-G,Su13.BD.MM15.SD.MAG1-T,Sp13.BD.MM110.SN.MAG1-A,Sp13.BD.MM110.SN.MAG1-C,Sp13.BD.MM110.SN.MAG1-G,Sp13.BD.MM110.SN.MAG1-T,Fa13.BD.MM15.SN.MAG1-A,Fa13.BD.MM15.SN.MAG1-C,Fa13.BD.MM15.SN.MAG1-G,Fa13.BD.MM15.SN.MAG1-T
contig_19541_16,463,3,0,0,0,1,0,0,0,33,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_19541_16,478,2,0,0,0,0,0,1,0,36,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_19541_16,481,0,2,0,0,0,1,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,13,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_19541_16,487,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
contig_19541_16,496,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
contig_19541_16,499,0,0,0,0,0,0,0,1,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,17,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
contig_19541_16,517,0,1,0,0,0,3,0,0,9,22,0,0,0,36,0,0,0,0,0,0,0,11,0,0,0,24,0,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,2,0,0,0,11,1,0,4,19,1,0,1,4,0,0,0,4,0,0,0,14,0,0,0,3,0,0
contig_19541_16,558,0,1,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
contig_19541_16,562,0,0,0,1,0,0,1,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0
contig_19541_16,583,0,0,2,0,0,0,1,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0
contig_19541_16,607,2,0,0,0,1,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,21,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
contig_19541_16,643,2,0,0,0,2,0,0,0,47,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,16,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
contig_19541_16,658,1,0,0,0,1,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,15,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
contig_19541_16,664,0,0,1,0,0,0,1,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,1,0,17,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,3,0
contig_19541_16,667,0,0,1,0,0,0,1,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,4,0
contig_19541_16,679,0,2,0,0,0,1,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,21,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0
contig_19541_16,682,0,0,2,0,0,0,1,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,3,0
contig_19541_16,691,2,0,0,0,1,0,0,0,52,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,3,0,0,0,21,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
contig_19541_16,694,0,0,3,0,0,0,1,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,5,0
contig_19541_16,706,0,2,0,1,0,1,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,7,0,1,0,3,0,0,0,20,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,3,0,2
contig_19541_16,709,3,0,0,0,2,0,0,0,55,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,7,0,1,0,3,0,0,0,21,0,1,0,6,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0
contig_19541_16,727,1,0,0,1,0,0,0,2,0,0,0,46,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,6,0,0,0,4,0,1,0,20,0,0,0,7,0,0,0,0,0,0,0,3,2,0,0,1
contig_19558_12,91,0,2,0,0,0,0,0,0,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,3,0,0
contig_19558_12,97,0,0,0,2,0,0,0,0,4,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,0,0,1,4,0,0,0,1,0,0,0,3,0,0,0,3
contig_19558_12,136,0,0,0,3,0,0,0,0,0,3,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,18,0,1,0,5,0,1,0,0,0,0,0,4,0,0,0,1
contig_19558_12,163,1,0,0,7,0,0,0,2,1,0,1,49,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,21,0,0,0,14,0,0,0,1,0,0,0,8,0,0,0,1
contig_19558_12,169,8,0,2,0,2,0,0,0,49,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,1,0,2,0,23,0,0,0,7,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0
contig_19558_12,202,2,7,0,1,0,0,0,0,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,8,0,0,0,1,0,0,0,4,0,0,0,0,0,0
contig_19558_12,226,2,11,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,25,0,0,1,6,0,0,0,1,0,0,0,3,0,0,0,1,0,0
contig_19558_12,256,2,17,0,0,0,0,0,0,1,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,1,5,0,0,1,0,0,0,0,3,0,0,0,4,0,0
contig_19558_12,257,0,17,0,2,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,5,0,1,0,0,0,1,0,3,0,0,0,4,0,0
contig_19558_12,258,0,17,2,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,5,1,0,0,1,0,0,0,3,0,0,0,4,0,0
contig_19558_12,265,0,4,16,0,0,0,7,0,0,3,45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,21,0,0,1,4,0,0,1,0,0,0,0,2,0,0,0,4,0
contig_19558_12,277,0,2,14,0,0,0,9,0,0,0,42,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,8,0,0,0,21,0,0,0,3,1,0,0,0,1,0,0,4,0,0,0,4,0
contig_19558_12,279,0,0,14,2,0,0,5,0,0,0,42,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,21,0,0,0,3,2,0,0,0,1,0,0,4,0,0,0,4,0
contig_19558_12,280,0,14,0,2,0,6,0,0,0,42,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,21,0,0,0,4,0,1,0,0,0,1,0,4,0,0,0,4,0,0
contig_19558_12,281,0,0,0,17,0,2,0,4,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,0,4,0,4,0,0,0,21,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,4
contig_19558_12,292,10,0,6,0,0,0,2,0,42,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,2,0,4,0,1,0,1,0,0,0,0,0,2,0,4,0,0,0
contig_19558_12,295,0,13,0,2,0,2,0,0,0,43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,4,0,0
contig_19558_12,298,2,0,13,0,0,0,2,0,1,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,1,0,4,0,1,0,0,0,0,0,2,0,0,0,4,0
contig_19558_12,301,0,2,0,13,0,0,0,2,0,1,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,1,0,4,0,1,0,0,0,0,0,2,0,0,0,4
contig_19558_12,304,13,2,0,0,2,0,0,0,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,4,1,0,0,0,1,0,0,2,0,0,0,4,0,0,0
contig_19558_12,306,0,0,15,0,0,0,2,0,14,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,17,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0
contig_19558_12,316,0,2,13,0,0,0,2,0,0,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,22,0,0,1,3,0,0,1,0,0,0,0,2,0,0,0,2,0
contig_19558_12,352,0,1,0,9,0,0,0,4,0,1,0,50,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2
contig_19558_12,361,0,9,0,0,0,2,0,0,1,50,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
contig_19558_12,364,1,8,0,0,0,2,0,0,1,48,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
contig_19558_12,368,0,0,9,0,1,0,1,0,0,0,47,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,29,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
contig_19558_12,391,0,1,7,2,0,0,0,1,2,0,47,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,23,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
contig_19558_12,397,0,10,0,0,0,1,0,0,0,49,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,400,9,0,1,0,1,0,0,0,46,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,27,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,418,0,0,10,0,1,0,0,0,3,0,45,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,421,0,0,11,0,0,0,1,0,3,0,47,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,429,0,0,0,9,0,0,0,1,0,3,0,47,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,445,6,2,0,0,2,0,0,0,42,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,2,1,0,0,27,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,448,0,0,8,0,0,0,2,0,3,0,43,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,2,0,2,0,29,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19558_12,449,0,0,8,0,0,0,2,0,3,0,43,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_19558_12,451,14,0,0,0,2,0,0,0,42,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,1,0,0,31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_19558_12,460,0,14,0,0,0,0,0,0,0,49,0,0,1,4,0,0,0,0,0,0,3,1,0,0,3,1,0,0,1,2,0,0,2,0,0,0,4,3,0,0,2,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,31,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,0,0
contig_19558_12,469,0,16,0,0,0,11,0,0,0,50,5,0,0,40,0,0,0,32,0,0,0,54,0,0,0,45,0,0,0,61,0,0,0,84,0,0,0,59,0,0,0,74,0,0,0,26,0,0,0,78,0,0,0,28,0,0,0,22,0,0,0,7,0,0,0,9,0,0,0,33,4,0,0,2,0,0,0,58,0,0,0,43,0,0,0,52,0,0
contig_19558_12,471,10,0,0,0,11,0,0,0,51,0,0,4,40,0,0,0,32,0,0,0,53,0,0,0,44,0,0,1,61,0,0,0,84,0,0,0,59,0,0,0,74,0,0,0,24,0,0,0,78,0,0,0,28,0,0,0,19,0,0,0,7,0,0,0,8,0,0,1,35,0,0,2,2,0,0,0,58,0,0,0,42,0,0,1,50,0,0,0
contig_19558_12,472,0,0,0,10,0,0,0,11,0,0,4,51,0,0,0,40,0,0,0,32,0,0,0,53,0,0,1,44,0,0,0,61,0,0,0,84,0,0,0,59,0,0,0,74,0,0,0,24,0,0,0,78,0,0,0,28,0,0,0,19,0,0,0,7,0,0,1,8,0,0,2,35,0,0,0,2,0,0,0,58,0,0,1,42,0,0,0,50
contig_19558_12,484,0,0,8,0,0,0,2,0,3,0,41,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,2,0,2,0,2,0,24,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
contig_19558_12,489,0,0,8,0,0,0,2,0,0,1,41,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,2,2,0,0,2,25,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
