,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
contig_19265_1,1773,0.048,0.012,0.928,0.012,0.928,0.0,0.072,0.0,0.044,0.004,0.948,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.088,0.0,0.912,0.0
contig_19265_1,1776,0.0,0.996,0.0,0.004,0.0,0.0,1.0,0.0,0.004,0.956,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.876,0.04,0.08
contig_19265_1,1780,0.976,0.0,0.024,0.0,0.0,0.0,1.0,0.0,0.156,0.0,0.84,0.004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.016,0.0,0.984,0.0
contig_19265_1,1782,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,1808,0.068,0.404,0.056,0.472,0.0,0.984,0.0,0.016,0.02,0.624,0.008,0.348,0.0,0.08,0.0,0.92,0.0,0.0,0.0,1.0,0.0,0.292,0.02,0.688
contig_19265_1,1809,0.148,0.068,0.104,0.68,0.02,0.888,0.028,0.064,0.576,0.0,0.396,0.028,0.416,0.0,0.584,0.0,0.0,0.0,1.0,0.0,0.328,0.084,0.404,0.184
contig_19265_1,1815,0.136,0.164,0.612,0.088,0.0,0.0,1.0,0.0,0.004,0.96,0.036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.024,0.064,0.908,0.004
contig_19265_1,1845,0.032,0.368,0.036,0.564,0.0,0.0,0.0,1.0,0.0,0.896,0.0,0.104,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.048,0.184,0.032,0.736
contig_19265_1,1851,0.02,0.924,0.016,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004
contig_19265_1,1881,0.0,0.62,0.0,0.38,0.0,1.0,0.0,0.0,0.0,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996
contig_19265_1,1885,0.0,0.98,0.008,0.012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_1,1887,0.0,0.96,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_1,1890,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,1891,0.012,0.0,0.368,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0
contig_19265_1,1893,0.0,0.04,0.216,0.744,1.0,0.0,0.0,0.0,0.004,0.78,0.196,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,1896,0.0,0.464,0.536,0.0,0.0,0.0,1.0,0.0,0.0,0.992,0.008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1900,0.624,0.004,0.008,0.364,0.0,0.0,0.0,1.0,0.06,0.012,0.008,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.996,0.0,0.0,0.004
contig_19265_1,1902,0.0,0.708,0.244,0.048,0.0,1.0,0.0,0.0,0.004,0.492,0.14,0.364,0.0,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1905,0.004,0.82,0.04,0.136,0.0,1.0,0.0,0.0,0.004,0.98,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_19265_1,1906,0.912,0.076,0.008,0.004,1.0,0.0,0.0,0.0,0.96,0.028,0.0,0.012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1909,0.0,0.916,0.008,0.076,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19265_1,1911,0.0,0.736,0.26,0.004,0.0,1.0,0.0,0.0,0.0,0.52,0.448,0.032,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_19265_1,1914,0.4,0.076,0.524,0.0,0.0,0.0,1.0,0.0,0.0,0.832,0.168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.984,0.0,0.016,0.0
contig_19265_1,1920,0.464,0.0,0.536,0.0,0.0,0.0,1.0,0.0,0.392,0.0,0.608,0.0,0.604,0.0,0.396,0.0,1.0,0.0,0.0,0.0,0.396,0.0,0.604,0.0
contig_19265_1,1932,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,1933,0.952,0.004,0.044,0.0,0.0,0.0,1.0,0.0,0.004,0.984,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_1,1935,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.964,0.0,0.036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1938,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,1943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19265_1,1944,0.0,0.012,0.984,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19265_1,1947,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.968,0.004,0.028,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1965,0.004,0.932,0.0,0.064,0.0,0.0,0.0,1.0,0.004,0.952,0.0,0.044,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,1968,0.004,0.008,0.984,0.004,0.0,0.0,1.0,0.0,0.0,0.02,0.976,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.992,0.008,0.0
contig_19265_1,1971,0.076,0.852,0.072,0.0,0.0,0.0,1.0,0.0,0.208,0.58,0.212,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.008,0.0
contig_19265_1,1972,0.64,0.008,0.004,0.348,0.0,0.0,0.0,1.0,0.06,0.004,0.0,0.936,0.992,0.0,0.0,0.008,1.0,0.0,0.0,0.0,0.004,0.004,0.0,0.992
contig_19265_1,1983,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.544,0.004,0.448
contig_19265_1,1984,0.976,0.012,0.008,0.004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19265_1,1986,0.008,0.932,0.044,0.016,0.0,1.0,0.0,0.0,0.0,0.96,0.036,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_1,1987,0.992,0.004,0.004,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.628,0.016,0.352,0.004
contig_19265_1,1989,0.0,0.96,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008,0.036,0.148,0.808
contig_19265_1,1992,0.0,0.984,0.012,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19265_1,1998,0.024,0.716,0.02,0.24,0.0,0.0,0.0,1.0,0.016,0.8,0.016,0.168,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032,0.512,0.012,0.444
contig_19265_1,2031,0.008,0.916,0.02,0.056,0.004,0.02,0.004,0.972,0.028,0.856,0.024,0.092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.104,0.264,0.076,0.556
contig_19265_1,2043,0.004,0.944,0.032,0.02,0.0,0.984,0.016,0.0,0.0,0.208,0.788,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.608,0.284,0.048
contig_19265_1,2061,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_1,2066,0.348,0.0,0.0,0.652,0.8,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.208,0.0,0.0,0.792
contig_19265_1,2070,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004
contig_19265_1,2076,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_1,2091,0.304,0.012,0.676,0.008,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.072,0.408,0.076
contig_19265_1,2094,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.412,0.54,0.028,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.372,0.512,0.052,0.064
contig_19265_1,2136,0.004,0.58,0.0,0.416,0.0,0.004,0.0,0.996,0.0,0.952,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.048,0.388,0.032,0.532
contig_19265_1,2172,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.824,0.0,0.176,0.0,0.132,0.0,0.868,0.0,0.0,0.0,1.0,0.0,0.088,0.004,0.908,0.0
contig_19265_1,2216,0.0,0.972,0.028,0.0,0.008,0.964,0.024,0.004,0.0,0.1,0.9,0.0,0.0,0.988,0.012,0.0,0.0,1.0,0.0,0.0,0.048,0.608,0.276,0.068
contig_19265_3,1,0.02,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.952,0.04,0.004,0.004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.836,0.112,0.048,0.004
contig_19265_3,4,0.924,0.076,0.0,0.0,0.0,1.0,0.0,0.0,0.104,0.872,0.0,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.132,0.68,0.008,0.18
contig_19265_3,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.904,0.096,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.064,0.936,0.0,0.0
contig_19265_3,11,0.0,1.0,0.0,0.0,0.0,0.844,0.0,0.156,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.004,0.656,0.0,0.34
contig_19265_3,19,1.0,0.0,0.0,0.0,0.0,0.992,0.0,0.008,0.8,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.312,0.632,0.008,0.048
contig_19265_3,30,0.192,0.012,0.12,0.676,0.012,0.012,0.976,0.0,0.004,0.0,0.0,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.032,0.968,0.0,0.0
contig_19265_3,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.004,0.26,0.732
contig_19265_3,42,0.0,0.044,0.0,0.956,0.0,0.0,0.0,1.0,0.0,0.864,0.0,0.136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.16,0.012,0.824
contig_19265_3,46,0.0,0.916,0.084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008,0.104,0.888,0.0
contig_19265_3,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_19265_3,49,0.0,0.412,0.0,0.588,0.004,0.944,0.0,0.052,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.284,0.0,0.476
contig_19265_3,51,0.0,0.0,1.0,0.0,0.0,0.0,0.052,0.948,0.0,0.0,0.732,0.268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.132,0.316,0.548
contig_19265_3,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012,0.376,0.016,0.596
contig_19265_3,57,0.0,0.0,0.0,1.0,0.0,0.984,0.008,0.008,0.0,0.016,0.984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.676,0.076,0.228
contig_19265_3,60,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.136,0.0,0.864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008,0.724,0.004,0.264
contig_19265_3,66,0.0,0.0,1.0,0.0,0.004,0.008,0.988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.836,0.032,0.124,0.008
contig_19265_3,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.904,0.0,0.0,0.096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.124,0.044,0.024,0.808
contig_19265_3,69,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.008,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,72,0.0,0.912,0.0,0.088,0.272,0.092,0.616,0.02,0.0,0.068,0.0,0.932,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.396,0.364,0.14
contig_19265_3,75,0.0,0.012,0.0,0.988,0.0,0.352,0.552,0.096,0.0,0.348,0.652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.064,0.536
contig_19265_3,85,0.0,0.992,0.008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.908,0.08,0.0
contig_19265_3,87,0.008,0.004,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0,0.004,0.98,0.016,0.0
contig_19265_3,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.976,0.0,0.024
contig_19265_3,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.036,0.028,0.932
contig_19265_3,99,0.824,0.0,0.176,0.0,1.0,0.0,0.0,0.0,0.172,0.0,0.828,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,102,0.744,0.004,0.252,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.084,0.164,0.752,0.0
contig_19265_3,105,0.628,0.0,0.372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.16,0.0
contig_19265_3,109,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.24,0.0,0.76
contig_19265_3,111,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.332,0.668
contig_19265_3,112,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.036,0.0,0.964,0.0,1.0,0.0,0.0,0.012,0.352,0.0,0.636
contig_19265_3,114,0.0,0.044,0.956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,116,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0
contig_19265_3,117,0.004,0.0,0.996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,120,0.292,0.0,0.704,0.004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.272,0.44,0.264,0.024
contig_19265_3,123,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.188,0.708,0.104,0.0
contig_19265_3,126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,129,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_19265_3,135,0.0,0.636,0.0,0.364,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.144,0.0,0.856
contig_19265_3,138,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19265_3,141,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0
contig_19265_3,144,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,145,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,147,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,153,1.0,0.0,0.0,0.0,0.0,0.332,0.668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.012,0.592,0.396,0.0
contig_19265_3,154,0.0,1.0,0.0,0.0,0.0,0.876,0.0,0.124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.192,0.0,0.808
contig_19265_3,156,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,159,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,160,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,162,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_19265_3,166,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.764,0.236
contig_19265_3,168,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_19265_3,169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19265_3,171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,174,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,175,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.012,0.0,0.988
contig_19265_3,177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,180,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_19265_3,183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19265_3,186,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_19265_3,189,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.584,0.0,0.0,0.416,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.416,0.0,0.0,0.584
contig_19265_3,192,0.0,0.86,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.104,0.896,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_19265_3,195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,198,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.228,0.0,0.772,0.0
contig_19265_3,201,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,204,0.0,0.312,0.0,0.688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.392,0.0,0.608
contig_19265_3,207,0.12,0.0,0.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_19265_3,208,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_19265_3,209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_19265_3,210,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.684,0.316,0.0
contig_19265_3,213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.96
contig_19265_3,214,0.0,0.96,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.036,0.0,0.964,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996
contig_19265_3,216,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.092,0.0,0.908,0.0
contig_19265_3,219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
