,Position,Fa13.BD.MM15.DN.MAG6-A,Fa13.BD.MM15.DN.MAG6-C,Fa13.BD.MM15.DN.MAG6-G,Fa13.BD.MM15.DN.MAG6-T,Sp13.BD.MM110.DD.MAG6-A,Sp13.BD.MM110.DD.MAG6-C,Sp13.BD.MM110.DD.MAG6-G,Sp13.BD.MM110.DD.MAG6-T,Fa13.BD.MM110.SN.MAG6-A,Fa13.BD.MM110.SN.MAG6-C,Fa13.BD.MM110.SN.MAG6-G,Fa13.BD.MM110.SN.MAG6-T,Sp13.BD.MLB.SN.MAG6-A,Sp13.BD.MLB.SN.MAG6-C,Sp13.BD.MLB.SN.MAG6-G,Sp13.BD.MLB.SN.MAG6-T,Su13.BD.MLB.SD.C.MAG6-A,Su13.BD.MLB.SD.C.MAG6-C,Su13.BD.MLB.SD.C.MAG6-G,Su13.BD.MLB.SD.C.MAG6-T,Sp13.BD.MM110.SN.MAG6-A,Sp13.BD.MM110.SN.MAG6-C,Sp13.BD.MM110.SN.MAG6-G,Sp13.BD.MM110.SN.MAG6-T,Su13.BD.MM110.DN.MAG6-A,Su13.BD.MM110.DN.MAG6-C,Su13.BD.MM110.DN.MAG6-G,Su13.BD.MM110.DN.MAG6-T,Su13.BD.MM15.DN.MAG6-A,Su13.BD.MM15.DN.MAG6-C,Su13.BD.MM15.DN.MAG6-G,Su13.BD.MM15.DN.MAG6-T,Fa13.BD.MLB.SN.MAG6-A,Fa13.BD.MLB.SN.MAG6-C,Fa13.BD.MLB.SN.MAG6-G,Fa13.BD.MLB.SN.MAG6-T,Su13.BD.MM15.SN.C.MAG6-A,Su13.BD.MM15.SN.C.MAG6-C,Su13.BD.MM15.SN.C.MAG6-G,Su13.BD.MM15.SN.C.MAG6-T,Su13.BD.MLB.DD.MAG6-A,Su13.BD.MLB.DD.MAG6-C,Su13.BD.MLB.DD.MAG6-G,Su13.BD.MLB.DD.MAG6-T,Sp13.BD.MM15.SD.MAG6-A,Sp13.BD.MM15.SD.MAG6-C,Sp13.BD.MM15.SD.MAG6-G,Sp13.BD.MM15.SD.MAG6-T,Sp13.BD.MM15.SN.MAG6-A,Sp13.BD.MM15.SN.MAG6-C,Sp13.BD.MM15.SN.MAG6-G,Sp13.BD.MM15.SN.MAG6-T,Su13.BD.MM110.SD.MAG6-A,Su13.BD.MM110.SD.MAG6-C,Su13.BD.MM110.SD.MAG6-G,Su13.BD.MM110.SD.MAG6-T,Fa13.BD.MM110.SD.MAG6-A,Fa13.BD.MM110.SD.MAG6-C,Fa13.BD.MM110.SD.MAG6-G,Fa13.BD.MM110.SD.MAG6-T,Fa13.BD.MM15.SD.MAG6-A,Fa13.BD.MM15.SD.MAG6-C,Fa13.BD.MM15.SD.MAG6-G,Fa13.BD.MM15.SD.MAG6-T,Fa13.BD.MM15.SN.MAG6-A,Fa13.BD.MM15.SN.MAG6-C,Fa13.BD.MM15.SN.MAG6-G,Fa13.BD.MM15.SN.MAG6-T,Su13.BD.MM15.SD.MAG6-A,Su13.BD.MM15.SD.MAG6-C,Su13.BD.MM15.SD.MAG6-G,Su13.BD.MM15.SD.MAG6-T,Fa13.BD.MM110.DN.MAG6-A,Fa13.BD.MM110.DN.MAG6-C,Fa13.BD.MM110.DN.MAG6-G,Fa13.BD.MM110.DN.MAG6-T,Fa13.BD.MLB.DN.MAG6-A,Fa13.BD.MLB.DN.MAG6-C,Fa13.BD.MLB.DN.MAG6-G,Fa13.BD.MLB.DN.MAG6-T,Sp13.BD.MM110.SD.MAG6-A,Sp13.BD.MM110.SD.MAG6-C,Sp13.BD.MM110.SD.MAG6-G,Sp13.BD.MM110.SD.MAG6-T,Sp13.BD.MM15.DD.A.MAG6-A,Sp13.BD.MM15.DD.A.MAG6-C,Sp13.BD.MM15.DD.A.MAG6-G,Sp13.BD.MM15.DD.A.MAG6-T,Su13.BD.MM110.SN.C.MAG6-A,Su13.BD.MM110.SN.C.MAG6-C,Su13.BD.MM110.SN.C.MAG6-G,Su13.BD.MM110.SN.C.MAG6-T
contig_20045_6,373,2,0,8,0,8,0,82,0,0,0,0,0,0,0,4,0,0,0,7,0,10,0,67,0,0,0,3,0,0,0,6,0,4,0,11,0,0,0,10,0,3,0,6,0,0,0,33,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,0,0,0,1,0,6,0,28,0,3,0,14,0,17,0,104,0,2,0,21,0,0,0,0,0
contig_20045_6,379,10,0,0,0,83,0,8,0,0,0,0,0,5,0,0,0,7,0,0,0,64,0,9,0,3,0,0,0,6,0,0,0,11,0,5,0,10,0,0,0,7,0,3,0,30,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,1,0,0,0,21,0,10,0,13,0,4,0,104,0,15,0,21,0,2,0,0,0,0,0
contig_20045_6,384,0,0,2,8,0,0,1,87,0,0,0,0,0,0,0,5,0,0,0,7,0,0,2,73,0,0,1,1,0,0,0,5,0,0,0,16,0,0,1,9,0,0,0,9,0,0,4,25,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,1,0,0,3,26,0,0,2,14,0,0,4,107,0,0,1,24,0,0,0,0
contig_20045_6,385,0,0,10,0,0,0,87,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,74,0,0,0,2,0,0,0,5,0,3,0,13,0,2,0,8,0,1,0,8,0,0,0,29,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,29,0,4,0,12,0,0,0,112,0,0,0,25,0,0,0,0,0
contig_20045_6,391,0,0,9,0,0,0,84,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,74,0,0,0,2,0,0,0,5,0,0,3,13,0,0,1,8,0,0,1,7,0,0,0,27,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,25,0,0,0,16,0,0,2,105,0,0,0,26,0,0,0,0,0
contig_20045_6,394,0,6,0,3,0,60,1,22,0,0,0,0,0,1,2,0,0,7,0,0,0,56,0,19,0,2,0,0,0,4,0,1,0,14,2,0,0,9,0,0,0,7,1,0,0,18,0,9,0,20,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,1,0,0,0,18,0,7,0,12,2,2,0,77,2,31,0,21,1,3,0,0,0,0
contig_20045_6,410,0,0,0,12,0,0,0,80,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,74,0,0,0,1,0,0,0,4,0,0,8,17,0,0,5,20,0,0,3,4,0,0,0,31,0,0,0,31,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,20,0,0,0,29,0,0,6,19,0,0,0,103,0,0,1,24,0,0,0,16
contig_20045_6,420,0,11,0,0,0,73,9,0,0,0,0,0,0,4,0,0,0,6,0,0,0,64,11,0,0,0,0,0,0,4,0,0,0,19,4,0,0,13,0,0,0,3,2,0,0,30,1,0,0,29,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,1,0,0,2,0,0,0,23,9,0,0,22,3,0,0,84,12,0,0,26,1,0,0,0,0,0
contig_20045_6,421,11,0,0,0,82,0,0,0,0,0,0,0,3,0,1,0,5,0,1,0,74,0,0,0,0,0,0,0,5,0,0,0,19,0,4,0,7,0,6,0,3,0,2,0,31,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,2,0,32,0,0,0,20,0,5,0,95,0,0,0,26,0,1,0,0,0,0,0
contig_20045_6,439,11,0,0,0,78,0,0,0,1,0,0,0,5,0,0,2,2,0,0,0,66,0,0,0,0,0,0,0,7,0,0,0,11,0,0,4,6,0,0,3,5,0,0,2,30,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,40,0,0,0,10,0,0,5,94,0,0,0,23,0,0,1,0,0,0,0
contig_20045_6,442,10,0,0,0,70,0,8,0,1,0,0,0,7,0,0,0,1,0,1,0,53,1,10,0,0,0,0,0,7,0,0,0,12,0,3,0,9,0,0,0,6,0,1,0,29,0,1,0,25,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,2,0,2,0,0,1,30,0,11,0,10,0,5,0,84,0,10,0,23,0,1,0,0,0,0,0
contig_20045_6,445,4,0,6,0,20,2,58,0,0,0,1,0,1,0,6,0,0,0,2,0,10,0,54,0,0,0,0,0,0,0,7,0,6,0,9,0,1,0,8,0,1,0,6,0,8,0,21,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,0,0,0,3,0,6,0,33,0,1,0,14,0,20,0,71,0,4,0,20,0,0,0,0,0
contig_20045_6,450,0,1,0,11,0,2,0,86,0,0,0,1,0,2,0,3,0,0,0,2,0,2,0,66,0,0,0,0,0,0,0,7,1,5,0,8,0,3,0,5,0,3,0,2,0,0,0,27,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0,1,0,2,0,0,0,39,0,4,0,8,0,4,0,88,0,1,0,22,0,0,0,0
contig_20045_6,451,3,0,9,0,2,0,85,0,0,0,1,0,1,0,3,1,0,0,2,0,1,0,67,0,0,0,0,0,0,0,7,0,5,0,9,0,3,0,5,0,3,0,2,0,0,0,27,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,40,0,3,0,9,0,0,0,93,0,1,0,22,0,0,0,0,0
contig_20045_6,454,0,12,0,0,0,87,1,1,0,1,0,0,0,4,0,1,0,2,0,0,0,66,0,1,0,0,0,0,0,8,0,0,0,13,0,1,0,8,0,0,0,5,0,0,0,27,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,40,0,0,0,12,0,0,0,93,0,2,0,24,0,0,0,0,0,0
contig_20045_6,460,13,0,0,0,87,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,7,0,0,0,11,0,3,0,6,0,2,0,2,0,2,0,29,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,38,0,0,0,8,0,3,0,95,0,0,0,26,0,1,0,0,0,0,0
contig_20045_6,472,15,0,0,0,80,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,71,0,0,0,1,0,0,0,7,0,0,0,10,0,0,2,7,0,0,0,3,0,0,1,24,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,38,0,0,0,10,0,0,0,85,0,0,0,28,0,0,0,0,0,0,0
contig_20045_6,484,0,0,18,0,0,4,75,0,0,0,1,0,0,2,4,0,0,0,0,0,0,2,60,0,0,0,1,0,0,0,7,0,0,7,5,0,0,3,6,0,0,3,1,0,0,0,25,0,0,1,20,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,2,1,0,0,0,39,0,0,3,6,0,0,1,80,0,0,2,25,0,0,0,0,0
contig_20045_6,487,0,0,17,0,4,0,72,0,0,0,1,0,1,0,5,0,0,0,0,0,2,0,60,0,0,0,1,0,0,0,7,0,4,0,8,0,0,0,9,0,1,0,3,0,0,0,25,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,1,0,2,0,0,0,38,0,1,0,7,0,1,0,79,0,1,0,26,0,0,0,0,0
contig_20045_6,505,7,0,9,0,20,0,47,0,0,0,1,0,0,0,8,0,0,0,1,0,12,0,53,0,1,0,0,0,3,0,5,0,1,0,14,0,4,0,4,0,0,0,4,0,4,0,17,0,5,0,13,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,2,0,1,0,2,0,10,0,27,0,3,0,3,0,21,0,58,0,7,0,21,0,0,0,0,0
contig_20045_6,507,0,16,0,0,0,69,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,67,0,0,0,1,0,0,0,9,0,0,0,13,0,3,0,6,0,2,0,2,0,2,0,21,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,36,0,1,0,3,0,3,0,79,0,0,0,27,0,0,0,0,0,0
contig_20045_6,523,0,0,0,11,0,0,1,72,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0,65,0,0,0,1,0,0,0,9,0,0,2,14,0,0,0,11,0,0,1,2,0,0,0,22,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,39,0,0,0,5,0,0,0,79,0,0,0,26,0,0,0,0
contig_20045_7,7,0,12,0,0,0,71,1,0,0,1,2,0,0,9,0,0,0,1,0,0,0,61,0,0,0,1,0,0,0,12,0,0,0,13,2,0,0,8,0,0,0,5,0,0,0,21,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,34,2,0,0,5,1,0,0,77,0,0,0,26,0,0,0,0,0,0
contig_20045_7,16,0,14,0,0,0,75,0,0,2,1,0,0,0,8,0,0,0,1,0,0,0,57,1,0,0,1,0,0,0,15,0,0,2,15,0,0,0,6,0,0,0,7,0,0,0,22,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,33,0,0,1,7,0,0,0,81,0,0,0,24,0,0,0,0,0,0
contig_20045_7,19,0,14,0,0,0,76,0,0,0,1,0,2,0,10,0,0,0,1,0,0,0,58,0,0,0,1,0,0,0,16,0,0,0,15,0,2,0,6,0,0,0,7,0,0,0,22,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,33,0,3,0,6,0,1,0,82,0,0,0,23,0,0,0,0,0,0
contig_20045_7,33,0,0,0,13,0,1,0,74,0,2,0,3,0,0,0,12,0,0,0,2,0,0,0,60,0,0,0,1,0,0,0,17,0,3,0,14,0,0,0,7,0,0,0,6,0,0,0,21,0,1,0,23,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,3,0,35,0,2,0,8,0,0,0,77,0,0,0,20,0,0,0,2
contig_20045_7,34,0,0,13,0,1,1,73,0,2,0,2,0,0,0,12,0,0,0,2,0,0,0,60,0,0,0,1,0,0,0,17,0,5,0,12,0,0,0,7,0,0,0,6,0,0,0,21,0,3,0,21,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,3,0,34,0,6,0,4,0,0,0,77,0,0,0,20,0,0,0,2,0
contig_20045_7,40,0,0,13,0,2,0,73,0,0,0,4,0,0,0,11,0,0,0,2,0,0,0,60,0,0,0,1,0,0,0,19,0,0,0,16,0,0,0,9,0,0,0,6,0,0,0,21,0,4,0,23,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,10,0,0,0,36,0,1,0,9,0,0,0,79,0,0,0,20,0,0,0,8,0
contig_20045_7,43,1,0,12,0,1,0,75,0,0,0,4,0,0,0,11,0,0,0,3,0,1,0,57,0,0,0,1,0,0,0,19,0,1,0,15,0,0,0,9,0,0,0,6,0,0,0,23,0,0,0,25,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,10,0,6,0,30,0,0,0,10,0,4,0,77,0,1,0,18,0,0,0,8,0
contig_20045_7,46,0,13,0,0,0,71,0,3,0,4,0,0,0,11,0,1,0,3,0,0,0,53,0,4,0,1,0,0,0,19,0,0,0,15,0,1,0,9,0,0,0,6,0,0,0,22,0,1,0,25,0,2,0,6,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,10,0,0,0,34,0,2,0,10,0,0,0,79,0,3,0,19,0,0,0,8,0,0
contig_20045_7,49,0,1,0,12,0,11,0,60,0,2,0,0,0,0,0,9,0,0,0,3,0,9,0,45,0,0,0,1,0,2,0,15,0,2,0,14,0,0,0,7,0,0,0,6,0,8,0,16,0,2,0,25,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,7,0,0,0,8,0,9,0,27,0,1,0,9,0,10,0,69,0,0,0,19,0,0,0,6
contig_20045_7,55,15,0,0,0,69,0,4,0,2,0,0,0,7,0,2,0,3,0,0,0,57,0,1,0,3,0,0,0,15,0,0,0,15,0,0,0,8,0,0,0,6,0,0,0,22,0,1,0,25,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,36,0,1,0,8,0,0,0,75,0,2,0,18,0,0,0,6,0,0,0
contig_20045_7,58,0,0,14,0,2,0,71,0,2,0,0,0,1,0,7,1,0,0,3,0,0,0,55,0,0,0,3,0,0,0,15,0,1,0,14,0,0,0,8,0,0,0,6,0,0,0,23,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,3,0,34,0,0,0,8,0,0,0,76,0,0,0,15,0,0,0,6,0
contig_20045_7,67,0,0,14,0,2,0,73,0,0,0,0,0,2,0,9,0,0,0,3,0,0,0,57,0,0,0,3,0,0,0,15,0,0,0,14,0,0,0,7,0,0,0,5,0,0,0,22,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,31,0,0,0,8,0,0,0,78,0,0,0,14,0,0,0,0,0
contig_20045_7,76,0,0,7,6,0,0,61,15,0,0,0,0,0,0,9,2,0,0,2,0,0,0,40,16,0,0,2,0,0,0,7,7,0,1,11,2,0,0,4,2,0,0,4,1,0,0,12,10,0,0,17,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1,0,0,4,0,0,0,16,16,0,0,8,0,0,0,57,20,0,0,15,0,0,0,0,0
contig_20045_7,88,0,12,0,0,0,77,0,3,0,0,0,0,0,6,0,5,0,1,0,0,0,51,0,0,0,2,0,0,0,11,0,1,0,9,2,5,0,7,0,0,0,2,0,3,0,20,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,0,0,2,0,0,0,30,0,0,0,2,0,4,0,77,0,0,0,13,0,0,0,0,0,0
contig_20045_7,94,0,0,12,0,5,0,73,0,0,0,0,0,3,0,8,0,1,0,0,0,2,0,43,0,0,0,2,0,2,0,10,0,6,0,9,0,0,0,7,0,3,0,3,0,0,0,18,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,28,0,0,0,6,0,0,0,78,0,0,0,13,0,0,0,0,0
contig_20045_7,99,12,0,0,0,82,0,0,3,0,0,0,0,6,0,0,4,1,0,0,0,46,0,0,0,2,0,0,0,12,0,0,0,13,0,0,0,7,0,0,0,6,0,0,0,18,0,0,0,19,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,28,0,0,0,7,0,0,0,78,0,0,0,14,0,0,0,0,0,0,0
contig_20045_7,100,0,0,0,12,2,1,4,78,0,0,0,0,1,0,4,5,0,0,0,1,2,0,0,44,0,0,0,2,0,0,0,12,5,0,0,8,0,0,0,7,3,0,0,3,0,0,0,18,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,28,0,0,0,7,0,0,0,78,0,0,0,14,0,0,0,0
contig_20045_7,112,0,15,0,0,0,87,0,4,0,0,0,1,0,6,0,7,0,3,0,0,0,45,0,0,0,2,0,0,0,11,0,0,0,10,0,1,0,6,0,0,0,6,0,0,0,19,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,28,0,0,0,2,0,0,0,80,0,0,0,13,0,0,0,0,0,0
contig_20045_7,118,16,0,0,0,87,0,4,0,1,0,0,0,6,0,7,0,0,0,3,0,47,0,0,0,2,0,0,0,11,0,0,0,11,0,1,0,5,0,0,0,6,0,1,0,16,0,0,0,19,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,2,0,27,0,0,0,4,0,0,0,80,0,0,0,14,0,0,0,0,0,0,0
contig_20045_7,121,0,0,16,0,4,1,86,0,0,0,1,0,7,0,6,0,0,0,3,0,0,0,47,0,0,0,2,0,0,0,11,0,1,0,13,0,0,0,4,0,1,0,6,0,0,0,15,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,24,0,0,0,4,0,0,0,79,0,0,0,15,0,0,0,0,0
contig_20045_7,124,0,0,15,0,0,0,86,2,0,0,1,0,1,0,10,1,0,0,3,0,0,0,44,1,0,0,2,0,0,0,11,0,1,0,13,0,0,0,4,0,0,0,6,0,0,0,15,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,5,0,0,0,21,0,0,0,4,0,0,0,76,1,0,0,14,0,0,0,0,0
contig_20045_7,129,0,0,0,15,5,0,0,84,0,0,1,0,8,0,0,4,0,0,0,3,0,0,0,45,0,0,0,2,0,0,0,11,1,0,0,13,0,0,0,5,1,0,0,5,0,0,0,15,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,1,0,20,0,0,0,6,0,0,0,79,0,0,0,14,0,0,0,0
contig_20045_7,136,0,0,17,0,5,0,90,0,1,0,1,0,0,0,12,0,0,0,2,0,1,0,45,0,0,0,2,0,0,0,10,0,0,0,14,0,0,0,5,0,0,0,6,0,0,0,15,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,4,0,0,0,5,0,2,0,20,0,1,0,6,0,4,0,74,0,0,0,16,0,0,0,0,0
contig_20045_7,139,17,0,0,0,89,0,6,0,2,0,0,0,12,0,0,0,0,2,0,0,47,0,1,0,2,0,0,0,9,0,0,0,15,0,0,0,5,0,0,0,6,0,0,0,14,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,20,0,2,0,7,0,0,0,73,0,4,0,15,0,0,0,0,0,0,0
contig_20045_7,147,0,0,13,0,7,0,90,0,0,0,2,0,2,0,10,0,0,0,2,0,4,0,42,0,0,0,2,0,0,0,9,0,10,0,5,0,0,0,5,0,5,0,1,0,0,0,12,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,3,0,2,0,25,0,4,0,4,0,4,0,73,0,0,0,13,0,0,0,0,0
contig_20045_7,148,0,0,13,0,0,0,98,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,43,0,0,0,2,0,0,0,9,0,1,0,14,0,0,0,5,0,0,0,6,0,0,0,12,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,27,0,2,0,6,0,0,0,76,0,0,0,13,0,0,0,0,0
contig_20045_7,151,11,0,0,0,96,0,2,0,1,0,0,1,6,0,6,0,2,0,0,0,44,0,0,0,2,0,0,0,6,0,0,0,13,0,2,0,5,0,0,0,4,0,0,0,11,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,1,5,0,0,0,28,0,0,0,7,0,0,1,79,0,0,0,14,0,0,0,0,0,0,0
contig_20045_7,154,0,0,12,0,7,0,92,0,0,0,2,0,9,0,3,0,0,0,2,0,2,0,43,0,0,0,2,0,0,0,6,0,1,0,14,0,0,0,5,0,1,0,4,0,0,0,11,0,7,0,20,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,5,0,3,0,28,0,0,0,9,0,2,0,76,0,0,0,14,0,0,0,0,0
contig_20045_7,160,0,0,12,0,0,3,94,0,0,0,2,0,0,8,3,0,0,0,2,0,0,0,45,0,0,0,2,0,0,0,4,0,0,2,10,0,0,0,5,0,0,1,3,0,0,0,11,0,0,7,19,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,3,0,22,0,1,0,6,0,0,0,74,0,0,0,14,0,0,0,0,0
contig_20045_7,163,13,0,0,0,88,1,8,0,1,0,1,0,9,0,2,0,0,0,2,0,37,0,6,0,2,0,0,0,4,0,1,0,3,0,7,0,5,0,0,0,1,0,2,0,9,0,1,0,25,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,3,0,2,0,19,3,3,0,1,1,5,0,63,0,8,0,14,0,0,0,0,0,0,0
contig_20045_7,166,0,13,0,0,0,90,0,3,0,2,0,0,0,7,0,4,0,2,0,0,0,44,0,1,0,2,0,0,0,4,0,0,0,9,0,1,0,5,0,0,0,2,0,1,0,12,0,0,0,19,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,21,0,3,0,7,0,0,0,68,0,1,0,12,0,0,0,0,0,0
contig_20045_7,175,0,12,0,0,0,90,0,3,0,2,0,0,0,3,0,8,0,2,0,0,0,44,0,0,0,2,0,0,0,3,0,0,0,10,0,1,0,5,0,0,0,2,0,1,0,14,0,0,0,18,0,8,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,19,0,0,0,6,0,0,0,74,0,0,0,13,0,0,0,0,0,0
contig_20045_7,181,0,12,0,0,0,93,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,44,0,0,0,2,0,0,0,4,0,0,0,10,0,0,0,5,0,0,0,3,0,0,0,15,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,2,1,0,0,16,0,3,0,5,0,1,0,73,0,0,0,13,0,0,0,0,0,0
contig_20045_7,184,0,11,0,0,0,88,0,3,1,1,0,0,0,2,0,9,2,0,0,0,0,43,0,2,0,2,0,0,0,3,0,0,1,6,0,3,0,5,0,0,0,0,0,3,0,16,0,0,0,22,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,18,0,0,0,5,0,0,0,71,0,0,0,13,0,0,0,0,0,0
contig_20045_7,187,0,0,11,0,6,0,84,0,0,0,2,0,3,0,8,0,0,0,2,0,1,0,44,0,0,0,2,0,0,0,3,0,1,0,9,0,0,0,5,0,1,0,2,0,0,0,16,0,4,0,22,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,2,0,16,0,1,0,4,0,4,0,63,0,0,0,13,0,0,0,0,0
contig_20045_7,190,11,0,0,0,86,0,1,1,2,0,0,0,8,0,2,1,2,0,0,0,42,0,0,2,2,0,0,0,3,0,0,0,8,0,0,2,5,0,0,0,1,0,0,2,15,0,0,0,26,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,1,0,13,2,0,0,4,1,0,0,67,0,0,0,13,0,0,0,0,0,0,0
contig_20045_7,193,0,0,11,0,1,0,81,3,0,0,2,0,1,0,2,8,0,0,2,0,2,0,41,0,0,0,2,0,0,0,3,0,2,0,7,1,0,0,5,0,2,0,0,1,0,0,15,0,0,0,25,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,15,0,0,0,5,0,0,0,69,0,0,0,14,0,0,0,0,0
contig_20045_7,197,0,0,0,11,0,0,1,86,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,45,0,0,0,2,0,0,0,3,0,0,0,10,0,0,0,6,0,0,0,3,0,0,0,16,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,0,0,18,0,0,0,4,1,0,0,66,0,0,0,14,0,0,0,0
contig_20045_7,199,11,0,0,0,85,0,2,0,2,0,0,0,3,0,7,0,2,0,0,0,46,0,0,0,2,0,0,0,4,0,0,0,8,0,2,0,6,0,0,0,2,0,1,0,16,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,21,0,0,0,4,0,0,0,68,0,0,0,14,0,0,0,0,0,0,0
