,Position,Fa13.BD.MM110.SN.MAG7-A,Fa13.BD.MM110.SN.MAG7-C,Fa13.BD.MM110.SN.MAG7-G,Fa13.BD.MM110.SN.MAG7-T,Fa13.BD.MLB.SN.MAG7-A,Fa13.BD.MLB.SN.MAG7-C,Fa13.BD.MLB.SN.MAG7-G,Fa13.BD.MLB.SN.MAG7-T,Su13.BD.MM15.DN.MAG7-A,Su13.BD.MM15.DN.MAG7-C,Su13.BD.MM15.DN.MAG7-G,Su13.BD.MM15.DN.MAG7-T,Fa13.BD.MM15.DN.MAG7-A,Fa13.BD.MM15.DN.MAG7-C,Fa13.BD.MM15.DN.MAG7-G,Fa13.BD.MM15.DN.MAG7-T,Fa13.BD.MM110.SD.MAG7-A,Fa13.BD.MM110.SD.MAG7-C,Fa13.BD.MM110.SD.MAG7-G,Fa13.BD.MM110.SD.MAG7-T,Fa13.BD.MM15.SD.MAG7-A,Fa13.BD.MM15.SD.MAG7-C,Fa13.BD.MM15.SD.MAG7-G,Fa13.BD.MM15.SD.MAG7-T,Fa13.BD.MM110.DN.MAG7-A,Fa13.BD.MM110.DN.MAG7-C,Fa13.BD.MM110.DN.MAG7-G,Fa13.BD.MM110.DN.MAG7-T,Sp13.BD.MM15.SD.MAG7-A,Sp13.BD.MM15.SD.MAG7-C,Sp13.BD.MM15.SD.MAG7-G,Sp13.BD.MM15.SD.MAG7-T,Su13.BD.MM15.SN.C.MAG7-A,Su13.BD.MM15.SN.C.MAG7-C,Su13.BD.MM15.SN.C.MAG7-G,Su13.BD.MM15.SN.C.MAG7-T,Sp13.BD.MLB.SN.MAG7-A,Sp13.BD.MLB.SN.MAG7-C,Sp13.BD.MLB.SN.MAG7-G,Sp13.BD.MLB.SN.MAG7-T,Sp13.BD.MM110.DD.MAG7-A,Sp13.BD.MM110.DD.MAG7-C,Sp13.BD.MM110.DD.MAG7-G,Sp13.BD.MM110.DD.MAG7-T,Su13.BD.MM110.DCMD.MAG7-A,Su13.BD.MM110.DCMD.MAG7-C,Su13.BD.MM110.DCMD.MAG7-G,Su13.BD.MM110.DCMD.MAG7-T,Su13.BD.MLB.SD.C.MAG7-A,Su13.BD.MLB.SD.C.MAG7-C,Su13.BD.MLB.SD.C.MAG7-G,Su13.BD.MLB.SD.C.MAG7-T,Fa13.BD.MM15.SN.MAG7-A,Fa13.BD.MM15.SN.MAG7-C,Fa13.BD.MM15.SN.MAG7-G,Fa13.BD.MM15.SN.MAG7-T,Sp13.BD.MM110.SN.MAG7-A,Sp13.BD.MM110.SN.MAG7-C,Sp13.BD.MM110.SN.MAG7-G,Sp13.BD.MM110.SN.MAG7-T,Sp13.BD.MM15.SN.MAG7-A,Sp13.BD.MM15.SN.MAG7-C,Sp13.BD.MM15.SN.MAG7-G,Sp13.BD.MM15.SN.MAG7-T,Su13.BD.MLB.DD.MAG7-A,Su13.BD.MLB.DD.MAG7-C,Su13.BD.MLB.DD.MAG7-G,Su13.BD.MLB.DD.MAG7-T,Sp13.BD.MM110.SD.MAG7-A,Sp13.BD.MM110.SD.MAG7-C,Sp13.BD.MM110.SD.MAG7-G,Sp13.BD.MM110.SD.MAG7-T,Sp13.BD.MM15.DD.A.MAG7-A,Sp13.BD.MM15.DD.A.MAG7-C,Sp13.BD.MM15.DD.A.MAG7-G,Sp13.BD.MM15.DD.A.MAG7-T,Su13.BD.MM110.SN.C.MAG7-A,Su13.BD.MM110.SN.C.MAG7-C,Su13.BD.MM110.SN.C.MAG7-G,Su13.BD.MM110.SN.C.MAG7-T,Fa13.BD.MLB.DN.MAG7-A,Fa13.BD.MLB.DN.MAG7-C,Fa13.BD.MLB.DN.MAG7-G,Fa13.BD.MLB.DN.MAG7-T,Su13.BD.MM110.SD.MAG7-A,Su13.BD.MM110.SD.MAG7-C,Su13.BD.MM110.SD.MAG7-G,Su13.BD.MM110.SD.MAG7-T,Su13.BD.MM15.SD.MAG7-A,Su13.BD.MM15.SD.MAG7-C,Su13.BD.MM15.SD.MAG7-G,Su13.BD.MM15.SD.MAG7-T
contig_20460_7,918,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,2,0,0,2,2,1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0
contig_20460_7,921,0,0,0,0,0,0,15,4,0,0,12,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,3,0,0,4,3,0,0,0,8,1,0,0,0,0,0,5,27,2,0,0,2,0,0,0,0,0,0,1,0,2,0,2,4,0,0,0,3,1,0,5,0,0,0,0,1,0,0,0,13,6,0,0,0,0,0,0,0,0
contig_20460_7,924,0,0,2,0,0,1,18,0,0,0,12,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,4,0,0,2,4,1,0,0,9,0,0,0,2,0,0,3,32,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,7,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0
contig_20460_7,927,0,0,0,2,0,1,0,18,0,0,0,12,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,8,0,0,0,9,0,0,0,2,0,2,0,33,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,7,0,1,0,5,0,1,0,4,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0
contig_20460_7,930,0,2,0,0,2,17,0,0,0,12,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,9,0,0,0,8,0,1,0,2,0,0,2,32,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,6,2,0,0,5,0,0,0,4,0,0,0,1,0,0,3,16,0,0,0,0,0,0,0,0,0,0
contig_20460_7,933,0,0,0,2,0,0,0,19,0,0,0,12,0,0,0,4,0,1,0,2,0,1,0,3,0,0,0,2,0,1,0,0,0,1,0,3,0,3,0,5,0,0,0,8,0,0,0,2,0,2,0,31,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,8,0,0,0,5,0,3,0,1,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0
contig_20460_7,937,0,0,2,0,0,0,17,0,0,0,12,0,0,0,4,0,0,1,2,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,3,0,2,1,3,0,0,0,8,0,0,0,2,0,1,0,31,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,7,0,0,1,4,0,2,2,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0
contig_20460_7,938,0,2,0,0,1,15,0,0,0,12,0,0,0,4,0,0,1,2,0,0,0,3,0,1,0,2,0,0,0,0,1,0,3,0,0,2,1,4,1,0,0,8,0,0,0,2,0,0,0,29,1,2,0,2,0,0,0,0,0,0,0,2,3,0,0,6,0,1,1,4,0,0,2,0,2,0,1,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0
contig_20460_7,939,0,0,2,0,0,2,13,1,0,0,12,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,5,0,0,2,3,0,0,0,8,0,0,0,2,0,0,5,26,1,0,0,2,0,0,0,0,0,0,3,2,0,1,0,6,0,0,0,5,0,0,4,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,0
contig_20460_7,942,0,0,2,0,0,0,14,0,0,0,6,0,0,0,2,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,5,0,1,0,10,0,0,0,9,0,0,0,2,0,1,0,31,0,0,0,2,0,0,0,4,0,2,0,5,0,0,0,7,0,1,0,7,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,1,0
contig_20460_7,945,0,0,0,0,0,13,1,0,0,7,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,14,0,0,0,9,0,0,0,0,0,0,0,30,2,0,0,2,0,0,0,4,0,0,0,7,0,0,1,6,0,0,0,8,0,0,0,7,0,0,0,1,0,0,0,6,3,0,0,1,0,0,0,1,0,0
contig_20460_7,948,0,0,0,0,1,0,13,0,0,0,7,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,15,0,0,0,9,0,0,0,0,0,2,0,30,0,0,0,2,0,0,0,4,0,2,0,5,0,0,0,6,0,1,0,7,0,1,0,6,0,0,0,1,0,3,0,6,0,0,0,1,0,0,0,1,0
contig_20460_7,951,0,0,0,0,1,14,0,0,0,6,0,1,0,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,2,1,0,2,3,0,0,3,8,4,0,0,8,1,0,0,0,0,0,3,26,2,1,0,2,0,0,0,4,0,0,0,5,2,0,0,7,0,0,1,7,0,0,1,4,1,1,0,1,0,0,3,4,0,0,0,1,0,0,0,1,0,0
contig_20460_7,952,0,0,0,0,0,15,0,0,0,3,0,4,0,1,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,2,0,5,0,0,0,13,0,2,0,1,0,8,0,0,0,0,0,32,0,0,0,0,0,2,0,1,0,4,0,5,0,2,0,7,0,0,0,2,0,6,0,7,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,1
contig_20460_7,954,0,0,0,0,0,13,1,0,3,3,1,0,0,1,2,0,0,0,1,0,0,1,1,2,0,0,0,0,2,1,1,0,0,2,3,0,0,8,6,1,2,1,6,0,0,0,0,0,0,28,4,0,1,0,1,0,3,1,1,0,0,3,4,0,0,6,0,0,2,1,5,0,0,4,3,0,0,0,1,0,0,4,4,0,0,0,1,0,1,0,0,0
contig_20460_7,957,0,0,0,0,0,14,0,0,4,2,0,1,2,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,2,1,0,1,0,5,0,0,2,9,3,1,7,1,1,0,0,0,0,0,0,33,0,0,2,0,0,0,4,1,0,0,2,5,2,0,0,6,0,0,6,0,2,0,0,3,2,2,0,1,0,0,0,9,0,0,1,0,0,0,1,0,0,0
contig_20460_7,969,0,0,0,0,0,0,12,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,2,2,0,0,5,4,2,0,0,5,5,0,0,0,0,1,1,29,0,0,0,2,0,0,0,2,3,0,2,2,4,0,0,5,0,0,0,6,1,0,1,0,1,0,1,0,0,0,3,5,0,0,0,1,0,0,0,1,0
contig_20460_7,972,0,0,0,0,12,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,5,0,4,9,1,0,0,0,0,0,0,26,1,2,1,2,0,0,0,5,0,0,0,2,4,0,2,5,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,4,0,3,0,1,0,0,0,1,0,0,0
contig_20460_7,975,0,0,0,0,0,8,0,4,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,24,0,5,0,2,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,6,0,1,0,2,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0,0
contig_20460_7,977,0,0,0,0,0,12,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,10,0,0,0,0,0,0,3,27,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,1,0,0
contig_20460_7,978,0,0,0,0,4,0,8,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,3,4,0,3,9,1,0,0,0,0,0,0,9,1,19,0,2,0,0,0,4,0,0,0,2,3,0,2,2,0,3,0,6,1,0,0,0,2,0,0,0,0,0,1,4,3,0,0,1,0,0,0,1,0,0,0
contig_20460_7,981,0,0,0,0,12,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,2,0,4,3,1,1,0,0,0,0,0,25,0,1,0,0,0,0,0,2,0,0,0,0,3,2,2,5,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
contig_20460_7,982,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0
contig_20460_7,984,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,1,1,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0
contig_20460_7,987,0,0,0,0,0,12,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0
contig_20460_7,988,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,7,1,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,5,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0
contig_20460_7,990,0,0,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,8,0,3,0,5,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,5,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,4,0,4,0,1,0,0,0,0,0,0
contig_20460_7,993,0,0,0,0,0,10,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0
contig_20460_7,994,0,0,0,0,1,0,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,10,0,1,0,4,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,1,0,4,0,4,0,0,0,1,0,0,0,0,0
contig_20460_7,995,0,0,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,2,0,0,4,1,0,0,0,0,0,0,0,23,1,0,0,0,0,0,1,0,0,0,6,3,0,0,0,6,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0
contig_20460_7,999,0,0,0,0,0,0,14,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,3,0,0,1,13,0,0,1,4,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,6,0,0,1,2,0,0,1,4,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,2,0
contig_20460_7,1000,0,0,0,0,0,14,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,3,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,7,0,0,0,3,0,0,0,6,0,0,0,3,0,0,3,2,0,0,0,3,0,0,0,2,0,0
contig_20460_7,1005,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,0,1,0,21,0,0,0,6,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,12,0,3,0,10,0,0,0,1,0,2,0,9,0,0,0,2,0,0,0,10,0,0,0,2,0,1,0,4,0,0
contig_20460_7,1006,0,0,0,0,19,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,0,1,0,21,0,1,0,6,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,10,0,0,0,1,0,2,0,9,0,0,0,2,0,0,0,10,0,0,0,2,0,1,0,4,0,0,0
contig_20460_7,1008,0,0,0,0,0,15,0,4,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,3,0,2,0,15,0,7,0,7,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,1,0,0,0,13,0,2,0,6,0,4,0,3,0,0,0,7,0,2,0,2,0,0,0,11,0,0,0,3,0,0,0,4,0,0
contig_20460_7,1011,0,0,0,0,0,11,0,8,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,2,0,3,0,14,0,8,0,5,0,2,0,0,0,0,0,22,0,6,0,0,0,0,0,1,0,0,0,11,0,4,0,5,0,5,0,1,0,2,0,6,0,3,0,2,0,0,0,7,0,6,0,2,0,1,0,2,0,2
contig_20460_7,1012,0,0,0,0,19,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,4,0,1,0,22,0,0,0,5,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,9,0,1,0,1,0,2,0,9,0,0,0,2,0,0,0,13,0,0,0,2,0,1,0,4,0,0,0
contig_20460_7,1014,0,0,0,0,4,0,0,17,0,0,0,20,0,0,0,17,0,0,0,2,0,0,0,2,1,0,0,6,1,1,0,2,0,0,0,9,7,12,0,5,0,5,0,29,0,0,0,0,3,1,0,24,0,0,0,4,0,1,0,10,1,9,0,11,2,0,1,7,0,0,0,18,3,6,0,1,0,0,0,2,6,0,0,7,0,0,0,3,2,0,0,3
contig_20460_7,1017,0,0,0,0,20,0,0,0,20,0,0,0,17,0,0,0,2,0,0,0,2,0,0,0,8,0,0,0,4,0,0,0,8,0,0,0,26,0,1,0,35,0,0,0,0,0,0,0,26,0,2,0,4,0,0,0,12,0,0,0,20,0,1,0,9,0,1,0,18,0,0,0,11,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,3,0,0,0
contig_20460_7,1020,0,0,0,0,0,2,0,17,0,0,0,20,0,0,0,17,0,0,0,2,0,0,0,2,0,0,0,8,0,1,0,3,0,2,0,6,0,5,4,18,0,5,0,29,0,0,0,0,0,10,0,19,0,0,0,4,0,1,0,11,0,3,4,14,0,6,0,4,0,0,1,17,0,2,3,5,0,0,0,0,0,3,0,11,0,0,0,1,0,0,0,3
contig_20460_7,1023,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,17,0,0,0,2,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,9,0,4,0,23,0,1,0,33,0,0,0,0,1,0,0,29,0,0,0,4,0,0,0,12,0,4,0,15,0,1,0,10,0,1,0,17,0,2,0,9,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,3
contig_20460_7,1026,0,0,0,0,0,19,0,0,0,20,0,0,0,17,0,0,0,2,0,0,0,2,0,0,0,9,0,4,0,8,0,1,0,8,0,0,0,20,0,6,0,32,0,2,0,0,0,0,0,27,0,1,0,4,0,0,0,12,0,0,0,14,0,5,0,11,0,0,0,17,0,1,0,8,0,3,0,0,0,0,0,14,0,0,0,1,0,0,0,3,0,0
contig_20460_7,1035,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,0,2,0,6,0,1,0,2,0,5,0,13,0,1,0,12,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,6,0,1,0,6,0,3,0,7,0,0,0,15,0,5,0,11,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0
contig_20460_7,1036,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,2,6,0,0,1,2,0,0,5,5,4,2,1,11,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,6,0,0,0,2,3,0,2,8,0,0,0,14,0,0,5,9,3,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0
contig_20460_7,1037,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,1,7,0,0,1,2,0,0,9,8,0,0,0,14,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,6,0,1,3,5,0,0,2,8,0,0,0,14,0,0,7,14,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0
contig_20460_7,1038,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2,1,7,0,0,1,2,0,0,0,8,2,4,0,13,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,6,0,0,1,7,0,0,0,8,0,2,0,14,0,0,0,16,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1
contig_20460_7,1044,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,0,1,0,5,0,0,0,3,0,2,0,18,0,2,0,14,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,11,0,0,0,14,0,2,0,19,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
contig_20460_7,1047,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,3,1,0,0,3,3,4,5,12,0,1,0,7,0,0,0,0,4,0,3,22,0,0,0,3,0,0,0,4,2,2,0,6,1,0,4,5,0,0,0,3,0,3,4,10,0,0,0,0,1,0,2,6,0,0,0,0,0,0,1,0
contig_20460_7,1050,0,0,0,0,1,12,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,4,0,0,1,3,0,0,6,16,2,0,1,7,0,0,0,0,0,0,3,19,0,7,0,3,0,0,0,5,0,0,0,9,1,0,3,6,0,1,0,3,0,0,5,12,0,0,0,1,0,0,3,6,0,0,0,0,0,0,1,0,0,0
contig_20460_7,1053,0,0,0,0,0,13,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,1,1,0,3,1,0,0,18,3,3,0,4,3,1,0,0,0,0,0,25,0,6,0,0,3,0,0,1,4,0,0,12,1,0,0,9,0,2,0,1,3,0,0,17,0,1,0,1,0,0,0,5,0,4,0,0,0,0,0,1,0,0
contig_20460_7,1056,0,0,0,0,14,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,19,0,1,0,4,0,2,0,0,0,0,0,30,0,0,0,3,0,0,0,5,0,1,0,9,0,0,0,10,0,1,0,4,0,0,0,10,0,1,0,1,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0
contig_20460_7,1059,0,0,0,0,1,0,13,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,2,1,0,0,3,1,0,6,5,7,0,1,6,0,0,0,0,0,0,0,26,3,0,0,3,0,0,0,6,0,0,4,5,1,0,0,8,3,0,0,4,1,0,3,2,4,0,0,1,0,0,1,6,2,0,0,1,0,0,0,0,1
contig_20460_7,1062,0,0,0,0,1,10,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,18,0,0,0,6,0,1,0,0,0,0,2,26,0,0,0,3,0,0,0,6,0,0,0,11,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,0,1,0,3,5,0,1,0,1,0,0,0,1,0,0
contig_20460_7,1064,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0,0,0,5,3,0,0,15,1,0,0,6,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,6,0,0,0,11,0,0,0,11,0,0,0,9,1,0,0,8,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,1
contig_20460_7,1065,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,3,0,0,0,5,0,3,0,12,0,2,0,5,0,0,0,0,0,0,0,36,0,0,0,3,0,1,0,5,0,0,0,10,0,1,0,14,0,0,0,9,0,1,0,8,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,1
contig_20460_7,1068,0,0,0,0,0,0,0,11,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,1,0,3,0,7,0,3,0,6,0,1,0,0,0,0,0,0,0,33,0,3,0,0,0,6,0,0,0,7,0,5,0,0,0,12,0,8,0,0,0,2,0,3,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0
contig_20460_7,1070,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,7,0,1,0,4,0,4,0,13,0,0,0,7,0,0,0,0,0,3,0,35,0,0,0,3,0,0,0,6,0,0,0,16,0,3,0,12,0,1,0,10,0,4,0,6,0,0,0,1,0,3,0,8,0,0,0,1,0,1,0,0
contig_20460_7,1071,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,8,0,0,0,5,0,1,0,16,0,1,0,6,0,0,0,0,0,0,0,38,0,0,0,3,0,1,0,5,0,0,0,16,0,1,0,15,0,0,0,11,0,1,0,9,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,1
contig_20460_7,1074,0,1,0,0,10,0,1,0,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,1,4,0,0,0,5,1,3,1,4,0,0,1,5,0,6,5,1,0,2,4,0,0,0,0,35,0,2,0,0,0,0,3,0,0,1,5,9,1,3,3,14,0,1,0,1,0,1,9,7,0,2,1,1,0,0,0,8,0,3,0,0,0,0,1,1,0,0,0
contig_20460_7,1083,6,0,0,0,9,1,1,12,11,0,1,0,6,0,0,2,0,1,0,0,6,0,0,1,35,0,0,0,16,2,0,6,7,0,0,3,16,4,2,3,35,1,1,1,1,0,0,0,5,2,0,30,14,0,0,0,42,1,0,0,8,2,2,6,7,1,0,9,44,0,0,1,11,3,0,2,3,1,0,0,22,5,0,5,1,0,2,0,5,0,0,2
contig_20460_7,1086,0,6,0,0,2,18,1,2,0,11,1,0,0,6,0,0,0,0,0,1,0,6,0,1,0,33,3,2,2,14,6,1,0,10,0,0,0,18,4,3,0,30,4,4,0,1,0,0,0,26,2,0,0,10,3,1,0,38,4,3,0,13,3,1,0,13,0,0,0,37,4,4,0,9,4,3,0,2,0,2,0,28,0,2,0,3,0,0,0,6,0,1
