,Position,Fa13.BD.MLB.DN.MAG5-A,Fa13.BD.MLB.DN.MAG5-C,Fa13.BD.MLB.DN.MAG5-G,Fa13.BD.MLB.DN.MAG5-T,Fa13.BD.MLB.SN.MAG5-A,Fa13.BD.MLB.SN.MAG5-C,Fa13.BD.MLB.SN.MAG5-G,Fa13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SD.MAG5-A,Sp13.BD.MM15.SD.MAG5-C,Sp13.BD.MM15.SD.MAG5-G,Sp13.BD.MM15.SD.MAG5-T,Su13.BD.MM15.SN.C.MAG5-A,Su13.BD.MM15.SN.C.MAG5-C,Su13.BD.MM15.SN.C.MAG5-G,Su13.BD.MM15.SN.C.MAG5-T,Fa13.BD.MM15.DN.MAG5-A,Fa13.BD.MM15.DN.MAG5-C,Fa13.BD.MM15.DN.MAG5-G,Fa13.BD.MM15.DN.MAG5-T,Fa13.BD.MM110.SN.MAG5-A,Fa13.BD.MM110.SN.MAG5-C,Fa13.BD.MM110.SN.MAG5-G,Fa13.BD.MM110.SN.MAG5-T,Su13.BD.MM110.SD.MAG5-A,Su13.BD.MM110.SD.MAG5-C,Su13.BD.MM110.SD.MAG5-G,Su13.BD.MM110.SD.MAG5-T,Su13.BD.MM110.SN.C.MAG5-A,Su13.BD.MM110.SN.C.MAG5-C,Su13.BD.MM110.SN.C.MAG5-G,Su13.BD.MM110.SN.C.MAG5-T,Su13.BD.MM15.DN.MAG5-A,Su13.BD.MM15.DN.MAG5-C,Su13.BD.MM15.DN.MAG5-G,Su13.BD.MM15.DN.MAG5-T,Sp13.BD.MLB.SN.MAG5-A,Sp13.BD.MLB.SN.MAG5-C,Sp13.BD.MLB.SN.MAG5-G,Sp13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SN.MAG5-A,Sp13.BD.MM15.SN.MAG5-C,Sp13.BD.MM15.SN.MAG5-G,Sp13.BD.MM15.SN.MAG5-T,Fa13.BD.MM110.DN.MAG5-A,Fa13.BD.MM110.DN.MAG5-C,Fa13.BD.MM110.DN.MAG5-G,Fa13.BD.MM110.DN.MAG5-T,Fa13.BD.MM15.SN.MAG5-A,Fa13.BD.MM15.SN.MAG5-C,Fa13.BD.MM15.SN.MAG5-G,Fa13.BD.MM15.SN.MAG5-T,Sp13.BD.MM110.SD.MAG5-A,Sp13.BD.MM110.SD.MAG5-C,Sp13.BD.MM110.SD.MAG5-G,Sp13.BD.MM110.SD.MAG5-T,Fa13.BD.MM15.SD.MAG5-A,Fa13.BD.MM15.SD.MAG5-C,Fa13.BD.MM15.SD.MAG5-G,Fa13.BD.MM15.SD.MAG5-T,Su13.BD.MLB.SD.C.MAG5-A,Su13.BD.MLB.SD.C.MAG5-C,Su13.BD.MLB.SD.C.MAG5-G,Su13.BD.MLB.SD.C.MAG5-T,Sp13.BD.MM110.DD.MAG5-A,Sp13.BD.MM110.DD.MAG5-C,Sp13.BD.MM110.DD.MAG5-G,Sp13.BD.MM110.DD.MAG5-T,Su13.BD.MM110.DCMD.MAG5-A,Su13.BD.MM110.DCMD.MAG5-C,Su13.BD.MM110.DCMD.MAG5-G,Su13.BD.MM110.DCMD.MAG5-T,Sp13.BD.MM110.SN.MAG5-A,Sp13.BD.MM110.SN.MAG5-C,Sp13.BD.MM110.SN.MAG5-G,Sp13.BD.MM110.SN.MAG5-T,Su13.BD.MM15.SD.MAG5-A,Su13.BD.MM15.SD.MAG5-C,Su13.BD.MM15.SD.MAG5-G,Su13.BD.MM15.SD.MAG5-T,Sp13.BD.MM15.DD.A.MAG5-A,Sp13.BD.MM15.DD.A.MAG5-C,Sp13.BD.MM15.DD.A.MAG5-G,Sp13.BD.MM15.DD.A.MAG5-T,Fa13.BD.MM110.SD.MAG5-A,Fa13.BD.MM110.SD.MAG5-C,Fa13.BD.MM110.SD.MAG5-G,Fa13.BD.MM110.SD.MAG5-T,Su13.BD.MLB.DD.MAG5-A,Su13.BD.MLB.DD.MAG5-C,Su13.BD.MLB.DD.MAG5-G,Su13.BD.MLB.DD.MAG5-T
contig_19265_3,504,0,0,7,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,5,0,0,0,4,1,0,0,1,0,0,0,2,0,0,0,0,0
contig_19265_3,507,0,1,0,6,0,0,0,5,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
contig_19265_3,513,0,0,7,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0
contig_19265_3,516,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
contig_19265_3,517,0,0,0,9,0,0,0,5,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,2,0,0,0,6,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,1,0,7,0,4,0,0,0,2,0,0,0,0,0,13,0,18,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
contig_19265_3,519,0,9,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,5,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_19265_3,520,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
contig_19265_3,536,0,0,8,0,0,0,6,0,0,1,0,0,0,1,10,0,0,6,6,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,2,3,0,0,0,0,0,0,3,5,0,0,0,14,0,0,3,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0
contig_19265_3,552,0,1,4,0,0,1,5,2,0,2,0,1,0,5,1,0,0,14,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,10,2,0,0,2,0,2,0,0,0,0,0,16,0,0,0,14,1,0,0,14,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0
contig_19265_3,555,0,5,0,0,0,8,0,0,0,3,0,0,0,5,0,1,0,9,0,5,0,3,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,14,0,0,0,11,0,2,0,2,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,1,0,0,0,3,0,3,0,0,0,0
contig_19265_3,558,1,4,0,0,0,8,0,0,1,0,0,1,2,4,0,0,7,7,0,0,3,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,9,0,0,1,1,0,0,2,0,0,0,9,4,0,0,13,1,0,0,10,3,0,0,0,1,0,1,22,3,0,0,0,0,0,0,6,0,0,0,6,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0
contig_19265_3,561,0,5,0,0,0,8,0,0,0,1,0,1,0,6,0,0,0,16,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,7,0,2,1,1,0,0,0,2,0,0,0,7,0,0,0,14,0,0,0,5,0,2,0,2,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,3,0,1,0,0,0,0
contig_19265_3,564,0,5,0,0,0,8,0,0,0,2,0,0,0,5,1,0,0,18,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0,1,1,0,0,2,0,0,0,7,0,0,2,12,0,0,2,4,0,0,0,1,1,0,0,27,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0
contig_19265_3,565,0,5,0,0,0,8,0,0,0,1,0,1,0,6,0,0,0,17,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,2,0,0,0,2,0,0,0,7,0,0,0,13,0,0,0,4,0,1,0,1,0,1,0,24,0,3,0,0,0,0,0,6,0,0,0,3,0,2,0,1,0,0,0,3,0,0,0,0,0,0
contig_19265_3,570,0,6,0,0,0,8,0,0,0,1,0,1,0,5,0,0,0,12,0,4,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,6,0,1,0,2,0,0,0,2,0,0,0,3,0,3,0,13,0,0,0,4,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,4,0,1,0,0,0,0
contig_19265_3,573,6,0,0,0,8,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,12,0,1,0,2,0,2,0,1,0,1,0,28,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
contig_19265_3,583,0,7,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,7,0,0,1,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19265_3,588,0,6,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,5,0,2,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0
contig_19265_3,589,0,3,0,3,0,1,0,5,0,1,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,7,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0
contig_19265_3,639,0,1,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,6,0,0,0,3,0,0,0,0,0,0,10,17,0,0,0,2,0,0,4,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0
contig_19265_3,644,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,6,0,0,0,3,0,0,0,0,10,0,0,16,0,0,0,2,3,0,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
contig_19265_3,649,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,16,0,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
contig_19265_3,666,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,8,0,0,0,1,0,0,0,0,0,10,0,13,0,0,0,0,0,3,0,8,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
contig_19265_3,704,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,3,0,1,0,0,0,2,0,0,0,19,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0
contig_19265_3,714,0,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,1,4,0,1,0,0,0,2,0,0,0,18,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
contig_19265_3,730,0,2,0,10,0,1,0,0,0,1,0,2,0,2,0,31,0,0,0,25,0,0,0,10,0,0,0,12,0,0,0,8,0,0,0,35,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,12,0,4,0,13,0,0,0,3,0,0,0,0,0,1,0,22,0,0,0,4,0,0,0,15,0,0,0,19,0,0,0,5,0,0,0,18,0,0,0,0
contig_19265_3,736,0,0,10,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
contig_19265_3,756,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,1,0,0,7,8,0,1,0,0,0,0,4,6,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
contig_19265_3,814,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,2,0,3,0,0,0,0,0,1,0,12,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
contig_19265_3,844,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,0,0,1,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
contig_19265_3,848,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,0,1,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
contig_19265_3,852,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,1,0,0,0,0,1,0,0,11,3,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
contig_19265_3,864,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,12,0,4,0,0,0,0,0,7,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
contig_19265_3,867,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,13,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
contig_19265_3,918,0,0,1,1,0,0,1,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
contig_19265_3,939,1,7,0,0,3,1,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,2,3,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0
contig_19264_7,6,1,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,19,0,0,0,1,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
contig_19264_7,45,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,4,0,1,0,0,0,1,0,0,0,14,0,5,0,0,0,0,0,6,0,7,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0
contig_19264_7,72,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,3,0,0,0,1,0,1,0,0,0,20,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0
contig_19264_7,74,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
contig_19264_7,81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,3,0,14,0,1,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
contig_19264_7,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,16,0,0,0,1,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19264_7,96,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
contig_19264_7,99,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,8,0,3,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
contig_19264_7,106,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0
contig_19264_7,123,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,1,0,0,0,9,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0
contig_19264_7,135,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,2,0,3,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
contig_19264_7,174,0,0,0,4,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,9,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
contig_19264_7,195,0,6,0,0,0,4,2,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
contig_19264_7,198,0,7,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,16,0,3,0,2,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
contig_19264_7,213,0,2,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,12,2,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
contig_19264_7,225,0,1,6,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,4,1,9,0,0,0,0,0,0,0,4,0,4,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19264_7,228,6,2,0,0,2,5,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,6,0,0,1,13,0,0,0,0,0,0,0,8,0,0,1,11,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19264_7,240,0,4,0,6,1,4,0,2,0,12,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,16,0,0,0,8,0,0,0,10,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,4,0,0,0,10,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0
contig_19264_7,243,0,4,0,6,0,5,0,2,0,12,0,0,0,2,0,0,0,12,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,12,0,0,0,17,0,0,0,8,0,0,0,10,0,0,0,5,0,0,0,23,0,2,0,0,0,0,0,8,0,0,0,16,0,0,0,4,0,0,0,10,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0
contig_19264_7,261,0,0,0,8,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,13,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19264_7,274,1,5,0,4,0,11,0,2,0,3,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,2,0,5,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,32,0,0
contig_19264_7,276,0,5,5,0,0,10,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,12,3,0,0,0,0,0,0,10,0,0,0,14,8,0,0,0,0,0,0,3,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,32,0,0
contig_19264_7,282,0,0,0,12,0,1,0,12,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,2,0,2,1,12,0,0,0,0,0,0,0,10,0,1,1,19,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,31
contig_19264_7,286,0,0,0,10,0,3,0,8,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,14,0,0,0,0,0,0,0,10,0,1,0,20,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,31
contig_19264_7,291,0,8,0,2,0,6,0,5,0,1,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,2,0,2,1,2,0,0,0,10,0,14,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,19,0,4,0,2,0,0,0,8,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,28
