,Position,Su13.BD.MM15.DN.MAG10-A,Su13.BD.MM15.DN.MAG10-C,Su13.BD.MM15.DN.MAG10-G,Su13.BD.MM15.DN.MAG10-T,Su13.BD.MLB.DD.MAG10-A,Su13.BD.MLB.DD.MAG10-C,Su13.BD.MLB.DD.MAG10-G,Su13.BD.MLB.DD.MAG10-T,Sp13.BD.MM110.DD.MAG10-A,Sp13.BD.MM110.DD.MAG10-C,Sp13.BD.MM110.DD.MAG10-G,Sp13.BD.MM110.DD.MAG10-T,Fa13.BD.MM110.DN.MAG10-A,Fa13.BD.MM110.DN.MAG10-C,Fa13.BD.MM110.DN.MAG10-G,Fa13.BD.MM110.DN.MAG10-T,Sp13.BD.MLB.SN.MAG10-A,Sp13.BD.MLB.SN.MAG10-C,Sp13.BD.MLB.SN.MAG10-G,Sp13.BD.MLB.SN.MAG10-T,Fa13.BD.MLB.DN.MAG10-A,Fa13.BD.MLB.DN.MAG10-C,Fa13.BD.MLB.DN.MAG10-G,Fa13.BD.MLB.DN.MAG10-T,Fa13.BD.MM110.SN.MAG10-A,Fa13.BD.MM110.SN.MAG10-C,Fa13.BD.MM110.SN.MAG10-G,Fa13.BD.MM110.SN.MAG10-T,Sp13.BD.MM15.SN.MAG10-A,Sp13.BD.MM15.SN.MAG10-C,Sp13.BD.MM15.SN.MAG10-G,Sp13.BD.MM15.SN.MAG10-T,Fa13.BD.MM15.SD.MAG10-A,Fa13.BD.MM15.SD.MAG10-C,Fa13.BD.MM15.SD.MAG10-G,Fa13.BD.MM15.SD.MAG10-T,Fa13.BD.MM15.DN.MAG10-A,Fa13.BD.MM15.DN.MAG10-C,Fa13.BD.MM15.DN.MAG10-G,Fa13.BD.MM15.DN.MAG10-T,Su13.BD.MM110.DCMD.MAG10-A,Su13.BD.MM110.DCMD.MAG10-C,Su13.BD.MM110.DCMD.MAG10-G,Su13.BD.MM110.DCMD.MAG10-T,Sp13.BD.MM15.SD.MAG10-A,Sp13.BD.MM15.SD.MAG10-C,Sp13.BD.MM15.SD.MAG10-G,Sp13.BD.MM15.SD.MAG10-T,Sp13.BD.MM15.DD.A.MAG10-A,Sp13.BD.MM15.DD.A.MAG10-C,Sp13.BD.MM15.DD.A.MAG10-G,Sp13.BD.MM15.DD.A.MAG10-T,Sp13.BD.MM110.SN.MAG10-A,Sp13.BD.MM110.SN.MAG10-C,Sp13.BD.MM110.SN.MAG10-G,Sp13.BD.MM110.SN.MAG10-T,Fa13.BD.MM15.SN.MAG10-A,Fa13.BD.MM15.SN.MAG10-C,Fa13.BD.MM15.SN.MAG10-G,Fa13.BD.MM15.SN.MAG10-T,Fa13.BD.MM110.SD.MAG10-A,Fa13.BD.MM110.SD.MAG10-C,Fa13.BD.MM110.SD.MAG10-G,Fa13.BD.MM110.SD.MAG10-T,Su13.BD.MM110.SN.C.MAG10-A,Su13.BD.MM110.SN.C.MAG10-C,Su13.BD.MM110.SN.C.MAG10-G,Su13.BD.MM110.SN.C.MAG10-T,Su13.BD.MM15.SN.C.MAG10-A,Su13.BD.MM15.SN.C.MAG10-C,Su13.BD.MM15.SN.C.MAG10-G,Su13.BD.MM15.SN.C.MAG10-T,Su13.BD.MLB.SD.C.MAG10-A,Su13.BD.MLB.SD.C.MAG10-C,Su13.BD.MLB.SD.C.MAG10-G,Su13.BD.MLB.SD.C.MAG10-T,Su13.BD.MM110.SD.MAG10-A,Su13.BD.MM110.SD.MAG10-C,Su13.BD.MM110.SD.MAG10-G,Su13.BD.MM110.SD.MAG10-T,Fa13.BD.MLB.SN.MAG10-A,Fa13.BD.MLB.SN.MAG10-C,Fa13.BD.MLB.SN.MAG10-G,Fa13.BD.MLB.SN.MAG10-T,Su13.BD.MM15.SD.MAG10-A,Su13.BD.MM15.SD.MAG10-C,Su13.BD.MM15.SD.MAG10-G,Su13.BD.MM15.SD.MAG10-T,Sp13.BD.MM110.SD.MAG10-A,Sp13.BD.MM110.SD.MAG10-C,Sp13.BD.MM110.SD.MAG10-G,Sp13.BD.MM110.SD.MAG10-T
contig_21352_2,135,0,0,4,0,0,0,4,0,0,0,6,0,1,0,3,0,0,0,4,0,1,2,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,11,0,5,0,3,0,0,0,8,0,2,0,5,0
contig_21352_2,136,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0
contig_21352_2,137,0,0,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,9,0,0,0,12,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,7,0
contig_21352_2,138,0,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,7,0,1,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,3,0,5,0,8,0,0,0,7,0,0
contig_21352_2,139,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0
contig_21352_2,140,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,7,0,1,0,8,0,0,0,7,0,0,0
contig_21352_2,141,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0
contig_21352_2,142,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,4,0,2,0,8,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,7
contig_21352_2,143,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,10,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,9,0,0,0
contig_21352_2,144,0,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,10,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,8,0,0,0,13,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,9,0,0
contig_21352_2,145,0,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,8,0,0,0,9,0,0
contig_21352_2,146,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,8,0,0,0,9,0,0,0
contig_21352_2,147,0,0,0,4,0,0,0,4,0,0,0,5,0,1,0,3,0,0,0,14,0,1,0,6,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,3,0,3,0,0,0,8,0,2,0,7
contig_21352_2,148,0,0,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,8,0,0,0,9,0
contig_21352_2,149,0,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,9,0,0
contig_21352_2,150,0,0,3,0,0,0,4,0,0,0,5,0,1,0,3,0,0,0,14,0,1,0,8,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,3,0,3,0,0,0,7,0,2,0,7,0
contig_21352_2,151,0,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,9,0,0
contig_21352_2,152,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,9,0,0,0
contig_21352_2,153,0,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,6,0,0,0,7,0,0,0,9,0,0
contig_21352_2,154,0,0,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,7,0,0,0,9,0
contig_21352_2,155,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0
contig_21352_2,156,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,4,0,2,0,12,0,2,0,7,0,0,0,3,0,2,0,8,0,0,0,5,0,0,0,7,0,0,0,0,0,2,0,5,0,2,0,5,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,8,0,1,0,0,0,0,0,10,0,3,0,4,0,0,0,7,0,1,0,8
contig_21352_2,157,0,0,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,8,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,6,0,0,0,9,0
contig_21352_2,158,3,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,13,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,8,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0
contig_21352_2,159,0,0,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,8,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,6,0,0,0,7,0
contig_21352_2,160,0,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,10,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,7,0,0
contig_21352_2,161,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,10,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0
contig_21352_2,162,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,0,0,1,8,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,10,0,0,0,7,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0
contig_21352_2,163,0,0,5,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,10,0,0,0,8,0,0,0,11,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,5,0
contig_21352_2,164,0,0,5,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,5,0
contig_21352_2,165,0,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,5,0,0
contig_21352_2,166,0,0,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,5,0
contig_21352_2,167,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0
contig_21352_2,168,0,0,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5,0
contig_21352_2,169,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5
contig_21352_2,170,6,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,11,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0
contig_21352_2,171,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,5,0,0
contig_21352_2,172,0,8,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5,0,0
contig_21352_2,173,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0
contig_21352_2,174,0,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,5,0,0
contig_21352_2,175,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,6,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0
contig_21352_2,176,0,0,0,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6
contig_21352_2,177,0,0,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6,0
contig_21352_2,178,0,0,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,9,0,0,0,12,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6,0
contig_21352_2,179,0,0,10,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,9,0,0,0,9,0,0,0,12,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6,0
contig_21352_2,180,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,9,0,0,0,7,0,0,0,12,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,6
contig_21352_2,181,0,0,10,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,6,0
contig_21352_2,182,8,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0
contig_21352_2,183,0,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,5,0,0,0,13,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,6
contig_21352_2,184,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,6,0
contig_21352_2,185,0,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,6
contig_21352_2,186,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,2,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,8,0,0,0,4,0,0,0,5,0,0,0,6,0
contig_21352_2,187,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0
contig_21352_2,188,0,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6
contig_21352_2,189,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0,0
contig_21352_2,190,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,4,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0
contig_21352_2,191,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0
contig_21352_2,192,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0
contig_21352_2,193,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0
contig_21352_2,194,0,0,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6
contig_21352_2,195,0,7,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,14,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,9,0,0,0,9,0,0,0,14,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,6,0,0
