,Position,Sp13.BD.MM110.DD.MAG3-A,Sp13.BD.MM110.DD.MAG3-C,Sp13.BD.MM110.DD.MAG3-G,Sp13.BD.MM110.DD.MAG3-T,Su13.BD.MM110.SD.MAG3-A,Su13.BD.MM110.SD.MAG3-C,Su13.BD.MM110.SD.MAG3-G,Su13.BD.MM110.SD.MAG3-T,Fa13.BD.MM110.DN.MAG3-A,Fa13.BD.MM110.DN.MAG3-C,Fa13.BD.MM110.DN.MAG3-G,Fa13.BD.MM110.DN.MAG3-T,Sp13.BD.MM110.SN.MAG3-A,Sp13.BD.MM110.SN.MAG3-C,Sp13.BD.MM110.SN.MAG3-G,Sp13.BD.MM110.SN.MAG3-T,Sp13.BD.MM110.SD.MAG3-A,Sp13.BD.MM110.SD.MAG3-C,Sp13.BD.MM110.SD.MAG3-G,Sp13.BD.MM110.SD.MAG3-T,Fa13.BD.MLB.DN.MAG3-A,Fa13.BD.MLB.DN.MAG3-C,Fa13.BD.MLB.DN.MAG3-G,Fa13.BD.MLB.DN.MAG3-T,Sp13.BD.MM15.SN.MAG3-A,Sp13.BD.MM15.SN.MAG3-C,Sp13.BD.MM15.SN.MAG3-G,Sp13.BD.MM15.SN.MAG3-T,Fa13.BD.MM110.SN.MAG3-A,Fa13.BD.MM110.SN.MAG3-C,Fa13.BD.MM110.SN.MAG3-G,Fa13.BD.MM110.SN.MAG3-T,Su13.BD.MM15.DN.MAG3-A,Su13.BD.MM15.DN.MAG3-C,Su13.BD.MM15.DN.MAG3-G,Su13.BD.MM15.DN.MAG3-T,Fa13.BD.MM15.SN.MAG3-A,Fa13.BD.MM15.SN.MAG3-C,Fa13.BD.MM15.SN.MAG3-G,Fa13.BD.MM15.SN.MAG3-T,Su13.BD.MM110.SN.C.MAG3-A,Su13.BD.MM110.SN.C.MAG3-C,Su13.BD.MM110.SN.C.MAG3-G,Su13.BD.MM110.SN.C.MAG3-T,Fa13.BD.MLB.SN.MAG3-A,Fa13.BD.MLB.SN.MAG3-C,Fa13.BD.MLB.SN.MAG3-G,Fa13.BD.MLB.SN.MAG3-T,Su13.BD.MLB.DD.MAG3-A,Su13.BD.MLB.DD.MAG3-C,Su13.BD.MLB.DD.MAG3-G,Su13.BD.MLB.DD.MAG3-T,Su13.BD.MLB.SD.C.MAG3-A,Su13.BD.MLB.SD.C.MAG3-C,Su13.BD.MLB.SD.C.MAG3-G,Su13.BD.MLB.SD.C.MAG3-T,Sp13.BD.MM15.DD.A.MAG3-A,Sp13.BD.MM15.DD.A.MAG3-C,Sp13.BD.MM15.DD.A.MAG3-G,Sp13.BD.MM15.DD.A.MAG3-T,Su13.BD.MM15.SN.C.MAG3-A,Su13.BD.MM15.SN.C.MAG3-C,Su13.BD.MM15.SN.C.MAG3-G,Su13.BD.MM15.SN.C.MAG3-T,Su13.BD.MM110.DCMD.MAG3-A,Su13.BD.MM110.DCMD.MAG3-C,Su13.BD.MM110.DCMD.MAG3-G,Su13.BD.MM110.DCMD.MAG3-T,Su13.BD.MM15.SD.MAG3-A,Su13.BD.MM15.SD.MAG3-C,Su13.BD.MM15.SD.MAG3-G,Su13.BD.MM15.SD.MAG3-T,Sp13.BD.MM15.SD.MAG3-A,Sp13.BD.MM15.SD.MAG3-C,Sp13.BD.MM15.SD.MAG3-G,Sp13.BD.MM15.SD.MAG3-T,Fa13.BD.MM15.DN.MAG3-A,Fa13.BD.MM15.DN.MAG3-C,Fa13.BD.MM15.DN.MAG3-G,Fa13.BD.MM15.DN.MAG3-T,Sp13.BD.MLB.SN.MAG3-A,Sp13.BD.MLB.SN.MAG3-C,Sp13.BD.MLB.SN.MAG3-G,Sp13.BD.MLB.SN.MAG3-T,Fa13.BD.MM110.SD.MAG3-A,Fa13.BD.MM110.SD.MAG3-C,Fa13.BD.MM110.SD.MAG3-G,Fa13.BD.MM110.SD.MAG3-T,Fa13.BD.MM15.SD.MAG3-A,Fa13.BD.MM15.SD.MAG3-C,Fa13.BD.MM15.SD.MAG3-G,Fa13.BD.MM15.SD.MAG3-T
contig_18488_4,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,19,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,4,0,2,0,0,0
contig_18488_4,120,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,18,0,0,0,3,0,1,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0
contig_18488_4,121,0,0,15,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,12,0,0,0,6,1,0,0,4,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,22,1,0,0,5,0,0,0,14,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,6,0
contig_18488_4,123,0,1,14,0,0,0,0,0,0,0,4,0,0,0,6,0,0,1,11,0,0,0,7,0,0,0,4,0,0,0,2,0,0,0,3,0,0,2,4,0,0,2,5,0,0,2,22,1,0,1,4,0,0,3,13,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,5,0,0,0,6,0
contig_18488_4,126,0,7,0,8,0,0,0,0,0,1,0,3,0,5,0,1,0,7,0,5,0,2,0,5,0,1,0,4,0,0,0,2,0,1,0,2,0,0,0,6,0,2,0,5,0,4,0,21,0,2,0,3,0,3,0,16,0,1,0,1,0,2,0,5,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,5,0,0,0,6
contig_18488_4,129,0,14,0,1,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,1,0,8,0,0,0,4,0,1,0,2,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,27,0,0,0,7,0,0,0,23,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,8,0,0,0,2,0,2,0,1,0,0,0,2,0,1,0,3,0,0,0,7,0,0
contig_18488_4,135,0,15,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,12,0,0,0,8,0,1,0,5,0,0,0,2,0,0,0,3,0,0,0,3,0,2,0,7,0,0,0,26,0,4,0,6,0,0,0,23,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,7,0,0
contig_18488_4,141,1,0,0,14,0,0,0,0,0,1,0,4,0,0,0,6,1,0,0,11,0,1,0,10,0,1,0,4,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,7,0,3,0,30,0,0,0,6,0,4,2,17,0,0,1,1,0,0,0,6,0,0,0,0,0,1,0,8,0,1,0,3,0,0,0,1,0,1,1,2,0,0,0,3,0,0,0,7
contig_18488_4,143,15,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,12,0,0,0,11,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,33,0,1,0,6,0,0,0,20,0,3,0,2,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0
contig_18488_4,144,0,15,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,12,0,0,0,11,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,2,0,2,0,7,0,0,0,31,0,4,0,6,0,0,0,24,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,8,0,1,0,3,0,1,0,1,0,0,0,5,0,0,0,3,0,0,0,7,0,1
contig_18488_4,150,15,0,0,0,0,0,0,0,4,1,0,0,6,0,0,0,12,0,0,0,6,5,0,0,4,1,0,0,2,1,0,0,2,0,1,0,0,5,0,0,5,2,0,0,8,29,1,0,3,3,0,0,10,15,0,0,1,0,1,0,5,1,0,0,0,0,0,0,8,1,0,0,1,2,1,0,1,0,0,0,0,3,2,0,3,0,0,0,7,1,0,0
contig_18488_4,152,0,16,0,0,0,0,0,0,0,4,0,1,0,6,0,0,0,12,0,0,0,12,0,2,0,4,0,1,0,3,0,0,0,2,0,1,0,5,0,0,0,7,0,0,0,37,0,1,0,8,0,1,0,20,0,5,0,2,0,0,0,5,0,1,0,0,0,0,0,9,0,0,0,3,0,1,0,1,0,0,0,4,0,1,0,3,0,0,0,9,0,0
contig_18488_4,153,2,15,0,0,0,0,0,0,0,4,1,0,0,6,0,0,1,11,0,0,1,15,1,0,0,4,0,1,0,3,0,0,0,2,0,1,0,6,0,1,0,6,1,0,1,36,1,0,0,8,0,1,1,20,0,4,0,1,1,0,0,5,0,0,0,0,0,0,0,8,0,1,1,1,0,1,0,1,0,0,0,4,1,0,0,3,0,0,0,9,0,0
contig_18488_4,156,0,2,0,15,0,0,0,0,0,1,0,4,0,0,0,6,0,1,0,11,0,14,0,5,0,0,0,5,0,1,0,2,0,1,0,2,0,7,0,1,0,0,0,7,0,29,0,9,0,6,0,3,0,10,0,15,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,8,0,0,0,3,0,0,0,1,0,3,0,2,0,0,0,3,0,2,0,7
contig_18488_4,161,17,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,12,0,0,0,31,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,7,0,0,0,59,0,0,0,11,0,0,0,22,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,2,0,0,0,4,0,0,1,3,0,0,0,9,0,0,0
contig_18488_4,165,0,3,0,14,0,0,0,0,0,1,0,2,0,0,0,6,0,1,0,10,0,26,0,5,0,1,0,5,0,1,0,2,0,0,0,3,0,9,0,1,0,2,0,5,0,53,0,10,0,8,0,4,0,15,0,10,0,2,0,1,0,2,0,4,0,0,0,0,1,2,0,7,0,1,0,2,0,1,0,1,0,3,0,2,0,0,0,3,0,2,0,7
contig_18488_4,168,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,11,0,15,0,16,0,0,1,5,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,7,0,27,0,35,0,1,1,10,0,7,1,17,0,1,0,2,0,3,0,4,0,0,0,1,0,1,0,9,0,0,1,2,0,1,0,1,0,3,0,2,0,0,0,3,0,0,1,8
contig_18488_4,171,0,0,0,17,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,11,15,3,0,14,0,1,0,5,0,1,0,2,0,0,1,2,5,2,0,3,0,2,0,5,21,9,1,33,2,0,0,10,3,0,0,24,2,0,0,1,3,0,0,4,0,0,0,1,1,0,0,9,0,1,0,2,1,0,0,1,0,2,1,3,0,0,0,3,0,0,0,9
contig_18488_4,177,14,0,3,0,0,0,1,0,2,0,1,0,6,0,0,0,10,0,0,0,5,0,28,0,4,0,3,0,2,0,1,0,2,0,1,0,0,0,10,0,5,0,2,0,7,0,59,0,3,0,9,0,9,0,19,0,1,0,5,0,4,0,3,0,0,0,1,0,8,0,2,0,1,0,2,0,1,0,1,0,0,0,6,0,3,0,0,0,7,0,1,0
contig_18488_4,180,0,3,0,14,0,1,0,0,0,1,0,2,0,0,0,6,0,0,0,10,0,4,16,13,0,3,0,4,0,0,1,2,0,0,0,3,0,3,0,6,0,2,0,5,0,10,26,30,0,2,1,8,0,5,5,14,0,4,0,2,0,0,3,4,0,0,1,0,0,4,1,8,0,2,0,1,0,2,1,1,0,3,2,1,0,0,0,3,0,1,0,7
contig_18488_4,183,0,17,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,28,1,5,0,7,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,7,0,0,0,54,0,11,0,11,0,0,0,23,0,1,0,7,0,0,0,7,0,0,0,1,0,0,0,12,0,1,0,3,0,0,0,4,0,0,0,5,1,0,0,3,0,0,0,7,0,1
contig_18488_4,189,0,2,0,13,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,4,0,27,0,8,0,1,0,6,0,1,0,2,0,2,0,2,0,8,1,3,0,2,0,5,0,60,3,9,0,9,0,3,0,10,1,11,0,6,0,1,0,3,0,4,0,0,0,1,0,7,0,7,0,1,0,1,0,1,0,3,0,4,0,1,0,0,0,3,0,3,0,7
contig_18488_4,190,0,0,13,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,13,3,19,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,12,0,0,0,7,0,17,12,43,0,1,0,11,0,4,0,17,0,1,0,6,0,3,0,4,0,0,1,0,0,1,0,13,0,0,0,2,0,1,0,5,0,0,2,3,0,0,0,3,0,0,0,10,0
contig_18488_4,192,0,0,4,11,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,29,5,0,0,3,4,0,1,0,2,0,0,2,2,0,0,12,0,0,0,2,5,0,1,63,8,0,0,9,3,0,1,12,6,0,1,6,0,0,0,3,4,0,0,1,0,0,0,7,7,0,0,1,1,0,0,5,1,0,1,4,0,0,0,0,3,0,0,3,7
contig_18488_4,195,0,1,3,11,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,15,13,6,0,1,2,4,0,1,0,2,0,0,0,4,0,1,11,0,0,0,2,5,0,33,30,10,0,1,8,3,0,6,7,7,0,1,5,1,0,3,0,4,0,1,0,0,0,1,6,7,0,0,1,1,0,1,4,1,0,2,2,1,0,0,0,3,0,0,3,7
contig_18488_4,198,0,15,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,31,0,3,0,9,0,0,0,3,0,0,0,4,0,0,0,11,0,1,0,7,0,0,0,57,0,17,0,14,0,0,0,23,0,0,0,7,0,0,0,7,0,0,0,1,0,0,0,15,0,1,0,5,0,0,0,6,0,0,0,4,0,2,0,5,0,0,0,7,0,3
contig_18488_4,202,12,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,3,0,0,0,31,0,2,0,8,0,1,0,3,0,0,0,2,0,2,0,9,2,1,0,5,2,0,0,69,3,0,0,12,1,0,0,21,2,0,0,6,0,1,0,7,0,0,0,1,0,0,0,12,2,2,0,7,0,0,0,6,0,0,0,4,1,1,0,5,0,0,0,5,3,0,0
contig_18488_4,203,12,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,3,0,0,0,31,0,0,2,8,0,0,1,3,0,0,0,2,0,0,2,9,0,2,1,5,0,2,0,68,0,3,0,12,0,1,0,21,0,2,0,6,0,0,1,7,0,0,0,1,0,0,0,12,0,2,2,7,0,0,0,6,0,0,0,4,0,1,1,5,0,0,0,5,0,3,0
contig_18488_4,204,8,1,4,0,0,0,1,0,0,1,0,0,1,0,3,0,3,0,0,0,4,0,27,2,3,0,6,0,2,0,1,0,2,0,3,0,0,0,10,2,5,2,0,0,4,0,64,3,1,0,11,1,5,0,16,2,1,0,5,1,2,0,5,0,0,0,1,0,7,0,3,4,1,0,6,0,1,0,5,0,0,0,5,1,3,0,2,0,5,0,0,3
contig_18488_4,207,0,11,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,33,0,0,0,6,2,0,0,3,0,0,0,4,0,1,0,12,0,0,0,7,0,0,0,72,0,0,0,14,0,0,0,20,1,2,0,4,4,0,0,7,0,0,0,1,0,0,0,14,0,0,0,7,1,0,0,5,0,0,0,4,2,0,0,4,0,0,0,8,0,0
contig_18488_4,208,11,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,32,1,0,0,8,0,0,0,3,0,0,0,5,0,0,0,12,0,0,0,7,0,0,0,68,5,0,0,13,1,0,0,23,0,0,0,8,0,0,0,7,0,0,0,0,0,1,0,14,0,0,0,7,1,0,0,5,0,0,0,6,0,0,0,2,0,2,0,8,0,0,0
contig_18488_4,209,10,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,32,0,1,0,8,0,0,0,3,0,0,0,5,0,0,0,11,0,0,1,7,0,0,0,67,2,5,1,14,0,1,0,23,0,0,0,8,0,0,0,7,0,0,0,1,0,0,0,13,0,0,1,7,0,1,0,5,0,0,0,5,1,0,0,4,0,0,0,5,0,0,3
contig_18488_4,213,2,0,3,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,28,0,2,0,5,0,0,0,1,0,1,0,3,0,1,0,11,0,1,0,2,0,7,0,63,0,1,0,12,0,4,0,13,0,1,0,8,0,2,0,3,0,1,0,0,0,1,0,7,0,0,0,7,0,0,0,5,0,0,0,6,0,0,0,2,0,4,0,2,0
contig_18488_4,216,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,27,0,3,0,3,0,3,1,0,0,0,0,0,0,3,0,9,0,0,0,1,0,1,0,70,0,2,0,12,0,1,0,12,3,2,0,4,0,5,0,3,0,2,0,1,0,0,0,5,0,3,0,4,0,1,0,3,0,0,0,5,0,1,0,2,0,0,0,3,0,3
contig_18488_4,218,0,1,3,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,30,0,0,2,3,0,0,0,1,0,0,0,3,0,0,1,8,0,0,2,0,0,0,1,69,0,0,1,10,0,0,2,17,0,0,2,7,0,0,2,3,0,0,0,1,0,0,1,7,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,2,0,0,3,3,0
contig_18488_4,219,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,30,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,8,0,1,0,2,0,0,0,69,0,1,0,11,0,0,0,17,1,1,3,6,0,0,0,5,0,0,0,0,0,0,0,8,0,0,1,2,0,0,0,3,0,0,0,6,0,0,0,2,0,0,0,6,0,0
contig_18488_4,220,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,0,1,0,3,0,1,0,1,0,0,0,3,0,0,0,9,0,0,0,2,0,0,0,63,0,5,0,9,0,2,0,19,0,0,0,5,0,4,0,5,0,0,0,0,0,0,0,6,0,0,0,3,0,1,0,3,0,0,0,3,0,3,0,2,0,0,0,6,0,0,0
contig_18488_4,222,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,26,0,0,1,3,0,0,0,1,0,0,0,3,0,0,0,9,0,1,0,1,0,0,5,63,0,0,2,9,0,2,0,16,0,1,4,4,0,0,0,5,0,0,0,0,0,3,0,3,0,1,1,2,0,0,0,3,0,0,2,4,2,0,0,0,0,2,0,4
contig_18488_4,223,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,8,1,0,0,2,0,0,0,62,6,0,0,11,0,0,0,18,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,5,1,0,0,2,0,0,0,6,0,0
contig_18488_4,225,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,12,14,0,1,1,1,0,0,0,0,0,1,0,0,1,0,4,4,1,1,0,0,1,14,32,18,2,1,8,1,1,1,9,6,2,0,4,4,0,2,2,3,0,0,0,0,0,0,2,1,2,0,1,2,1,0,2,0,0,0,2,3,0,0,2,0,0,1,0,1,2
contig_18488_4,228,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,2,0,0,4,1,0,0,0,0,0,1,1,0,0,0,8,1,0,0,2,0,0,0,64,2,0,0,43,0,0,0,29,1,0,0,8,4,0,0,11,0,0,0,0,0,0,1,2,2,0,0,3,1,0,0,4,0,0,0,5,0,0,0,2,0,0,2,1,1,0
contig_18488_4,231,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,33,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,8,0,1,0,1,0,1,0,65,0,0,0,44,0,1,0,29,0,0,0,12,0,0,0,11,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,2,0,3,0,0,0
contig_18488_4,234,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,29,0,0,1,4,0,0,0,2,1,0,0,1,0,1,1,7,0,0,2,0,0,1,1,58,0,1,0,44,0,2,0,29,0,1,4,7,0,0,0,11,0,0,0,0,0,0,1,4,0,1,1,2,0,0,0,4,0,4,0,1,0,0,0,6,0,0,3,0
contig_18488_4,236,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,59,0,0,0,44,1,0,0,31,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,3,1,0,0,4,0,0,0,3,2,0,0,4,2,0,0,3,0,0,0
contig_18488_4,237,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,8,0,1,0,1,0,0,0,59,0,0,0,44,1,1,0,30,0,1,0,11,0,0,0,10,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,4,0,1,0,4,0,0,0,6,0,2,0,1,0
contig_18488_4,238,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,59,0,0,0,45,0,0,0,31,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,4,0,0,0,3,2,0,2,4,0,0,0,3,0,0
contig_18488_4,239,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,65,0,1,1,58,0,0,0,31,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,2,3,0,0,2,4,0,0,0,3,0
contig_18488_4,240,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,1,0,2,2,0,0,4,0,0,1,6,0,1,0,2,0,0,1,35,2,0,0,60,0,1,0,29,0,0,0,5,3,4,0,7,0,0,0,2,0,0,0,3,1,0,0,5,1,2,0,4,0,0,0,9,1,0,0,4,2,0,1,0,2,0
contig_18488_4,241,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,2,0,0,0,40,0,1,0,61,0,2,0,26,0,3,0,12,0,0,0,9,0,0,0,2,0,0,0,3,0,1,0,8,0,0,0,4,0,0,0,12,0,0,0,8,0,0,0,3,0,0,0
contig_18488_4,243,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,8,0,1,0,8,0,0,0,3,0,1,0,7,0,1,0,0,0,0,0,41,0,1,0,64,0,0,0,24,0,5,0,8,0,4,0,9,0,0,0,2,0,0,0,4,0,0,0,7,0,1,0,6,0,0,0,12,0,1,0,8,0,0,0,4,0,0
contig_18488_4,246,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,8,0,0,0,8,0,1,0,3,0,0,0,8,0,0,0,0,0,2,0,42,0,0,0,64,0,5,0,24,0,7,0,5,0,0,0,9,0,0,0,2,0,0,0,4,0,2,0,6,0,0,0,6,0,1,0,12,0,0,0,8,0,0,0,4,0
contig_18488_4,251,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,44,0,0,0,25,3,0,0,14,1,0,0,10,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,12,0,0,0,4,0,0,0,4,0,0,0
contig_18488_4,252,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,0,0,6,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,42,0,2,0,28,0,0,0,11,0,3,0,10,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,11,0,1,0,4,0,0,0,4,0,0
contig_18488_4,255,0,1,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,5,2,0,0,6,0,0,1,2,0,1,0,7,0,0,0,0,0,0,1,39,2,0,0,24,3,1,0,7,7,0,0,6,3,0,0,2,0,1,0,2,0,0,0,3,1,0,0,5,1,1,0,4,0,0,0,11,1,0,0,4,0,0,0,4,0,0
contig_18488_4,258,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,7,0,0,0,6,0,0,0,4,0,0,0,6,0,1,0,0,0,0,0,37,0,5,0,26,0,1,0,14,0,0,0,10,0,0,0,3,0,0,0,2,0,0,0,2,0,2,0,7,0,0,0,4,0,0,0,12,0,0,0,4,0,0,0,4,0,0
contig_18488_4,261,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,7,0,0,0,6,0,0,0,2,1,1,0,4,0,3,0,0,0,0,0,39,0,1,0,26,1,0,0,10,0,3,0,8,0,4,0,2,0,1,0,2,0,0,0,4,0,0,0,6,0,1,0,4,0,0,0,13,0,0,0,2,0,0,0,4,0,0
contig_18488_4,262,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,7,0,0,0,4,0,0,2,4,0,0,0,6,0,0,1,0,0,0,0,30,0,0,8,20,0,0,6,13,0,0,0,12,0,0,0,3,0,0,0,2,0,0,0,3,0,0,1,7,0,0,0,4,0,0,0,13,0,0,0,0,0,0,2,1,0,0,3
contig_18488_4,264,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,17,0,2,2,3,0,0,0,2,0,0,0,1,1,0,0,6,1,0,0,0,0,4,0,25,0,0,0,19,0,0,3,9,0,0,0,12,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,1,3,0,0,2,0,0,3,5,0,0,0,2,0,0,0,3,0
contig_18488_4,267,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,4,0,0,2,0,0,1,0,1,0,0,5,1,1,0,0,0,0,0,1,30,0,1,0,16,0,0,3,9,0,0,4,8,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,4,0,0,0,2,0,0,0,4,2,0,2,0,0,0,3,0,0
contig_18488_4,269,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,32,0,0,0,16,0,1,0,13,0,0,0,12,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0,0,0,4,0,2,0,2,0,0,0,3,0,0,0
contig_18488_4,270,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,12,0,1,0,2,0,0,0,2,0,1,0,1,0,4,0,3,0,0,0,0,0,3,0,28,0,10,0,7,0,3,0,10,0,4,0,6,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,4,0,0,0,2,0,4,0,3,0,0,0,2,0,0,0,3
