,Position,Su13.BD.MM110.SD.MAG8-A,Su13.BD.MM110.SD.MAG8-C,Su13.BD.MM110.SD.MAG8-G,Su13.BD.MM110.SD.MAG8-T,Sp13.BD.MM15.SD.MAG8-A,Sp13.BD.MM15.SD.MAG8-C,Sp13.BD.MM15.SD.MAG8-G,Sp13.BD.MM15.SD.MAG8-T,Fa13.BD.MLB.DN.MAG8-A,Fa13.BD.MLB.DN.MAG8-C,Fa13.BD.MLB.DN.MAG8-G,Fa13.BD.MLB.DN.MAG8-T,Fa13.BD.MM110.SN.MAG8-A,Fa13.BD.MM110.SN.MAG8-C,Fa13.BD.MM110.SN.MAG8-G,Fa13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.SN.MAG8-A,Sp13.BD.MM110.SN.MAG8-C,Sp13.BD.MM110.SN.MAG8-G,Sp13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.DD.MAG8-A,Sp13.BD.MM110.DD.MAG8-C,Sp13.BD.MM110.DD.MAG8-G,Sp13.BD.MM110.DD.MAG8-T,Sp13.BD.MM110.SD.MAG8-A,Sp13.BD.MM110.SD.MAG8-C,Sp13.BD.MM110.SD.MAG8-G,Sp13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.DD.MAG8-A,Su13.BD.MLB.DD.MAG8-C,Su13.BD.MLB.DD.MAG8-G,Su13.BD.MLB.DD.MAG8-T,Su13.BD.MM15.SN.C.MAG8-A,Su13.BD.MM15.SN.C.MAG8-C,Su13.BD.MM15.SN.C.MAG8-G,Su13.BD.MM15.SN.C.MAG8-T,Fa13.BD.MM15.SN.MAG8-A,Fa13.BD.MM15.SN.MAG8-C,Fa13.BD.MM15.SN.MAG8-G,Fa13.BD.MM15.SN.MAG8-T,Fa13.BD.MLB.SN.MAG8-A,Fa13.BD.MLB.SN.MAG8-C,Fa13.BD.MLB.SN.MAG8-G,Fa13.BD.MLB.SN.MAG8-T,Su13.BD.MM110.DCMD.MAG8-A,Su13.BD.MM110.DCMD.MAG8-C,Su13.BD.MM110.DCMD.MAG8-G,Su13.BD.MM110.DCMD.MAG8-T,Fa13.BD.MM110.DN.MAG8-A,Fa13.BD.MM110.DN.MAG8-C,Fa13.BD.MM110.DN.MAG8-G,Fa13.BD.MM110.DN.MAG8-T,Su13.BD.MM15.SD.MAG8-A,Su13.BD.MM15.SD.MAG8-C,Su13.BD.MM15.SD.MAG8-G,Su13.BD.MM15.SD.MAG8-T,Su13.BD.MM15.DN.MAG8-A,Su13.BD.MM15.DN.MAG8-C,Su13.BD.MM15.DN.MAG8-G,Su13.BD.MM15.DN.MAG8-T,Sp13.BD.MLB.SN.MAG8-A,Sp13.BD.MLB.SN.MAG8-C,Sp13.BD.MLB.SN.MAG8-G,Sp13.BD.MLB.SN.MAG8-T,Fa13.BD.MM15.DN.MAG8-A,Fa13.BD.MM15.DN.MAG8-C,Fa13.BD.MM15.DN.MAG8-G,Fa13.BD.MM15.DN.MAG8-T,Sp13.BD.MM15.SN.MAG8-A,Sp13.BD.MM15.SN.MAG8-C,Sp13.BD.MM15.SN.MAG8-G,Sp13.BD.MM15.SN.MAG8-T,Fa13.BD.MM15.SD.MAG8-A,Fa13.BD.MM15.SD.MAG8-C,Fa13.BD.MM15.SD.MAG8-G,Fa13.BD.MM15.SD.MAG8-T,Sp13.BD.MM15.DD.A.MAG8-A,Sp13.BD.MM15.DD.A.MAG8-C,Sp13.BD.MM15.DD.A.MAG8-G,Sp13.BD.MM15.DD.A.MAG8-T,Su13.BD.MM110.DN.MAG8-A,Su13.BD.MM110.DN.MAG8-C,Su13.BD.MM110.DN.MAG8-G,Su13.BD.MM110.DN.MAG8-T,Fa13.BD.MM110.SD.MAG8-A,Fa13.BD.MM110.SD.MAG8-C,Fa13.BD.MM110.SD.MAG8-G,Fa13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.SD.C.MAG8-A,Su13.BD.MLB.SD.C.MAG8-C,Su13.BD.MLB.SD.C.MAG8-G,Su13.BD.MLB.SD.C.MAG8-T,Su13.BD.MM110.SN.C.MAG8-A,Su13.BD.MM110.SN.C.MAG8-C,Su13.BD.MM110.SN.C.MAG8-G,Su13.BD.MM110.SN.C.MAG8-T
contig_20881_1,1544,177,0,0,0,146,0,0,0,125,0,0,0,242,0,0,0,287,0,0,0,434,0,0,0,511,0,0,0,94,0,0,0,380,0,1,0,225,0,0,0,218,1,0,0,34,0,0,0,165,0,0,0,224,0,1,0,279,0,0,0,84,0,0,0,227,0,0,0,166,0,0,0,288,0,0,0,129,0,0,0,7,0,0,0,300,0,0,0,150,0,0,0,224,0,0,0
contig_20881_1,1545,175,0,1,0,133,0,12,0,124,0,1,0,242,0,1,0,231,0,56,0,373,0,60,0,433,0,77,0,92,0,3,0,371,0,7,0,222,0,3,0,214,0,4,1,30,0,2,0,153,0,13,0,224,0,1,0,252,0,27,0,82,0,4,0,225,0,1,0,148,0,19,0,286,0,1,0,111,0,18,0,7,0,0,0,296,1,1,0,149,0,0,0,224,0,1,0
contig_20881_1,1546,0,176,0,0,0,145,0,0,0,125,0,0,0,245,0,0,0,285,0,0,0,436,0,0,0,508,0,0,0,95,0,0,1,376,0,0,0,226,0,0,1,220,0,0,0,32,0,0,0,166,0,0,0,225,0,0,0,287,0,0,0,86,0,0,0,226,0,0,0,167,0,0,0,287,0,0,0,129,0,0,0,7,0,0,0,301,0,0,0,149,0,0,0,224,0,0
contig_20881_1,1547,0,0,171,0,0,0,147,0,0,0,122,0,0,0,239,0,1,0,284,0,0,1,436,0,0,0,512,0,0,0,95,0,1,0,373,0,0,0,222,0,0,0,217,0,0,0,33,0,0,0,158,0,0,0,223,0,0,0,283,0,0,0,86,0,0,0,221,0,0,0,167,0,0,0,283,0,0,0,130,0,0,0,7,0,0,0,292,0,0,0,149,0,0,0,221,0
contig_20881_1,1548,0,164,0,15,1,135,0,12,0,123,0,1,0,237,0,10,0,239,0,44,3,371,1,58,0,441,0,67,0,94,0,0,2,355,0,14,0,211,0,18,2,214,0,0,0,20,0,13,0,121,0,33,2,204,1,17,0,259,0,31,1,86,0,1,0,210,0,14,1,152,0,12,0,284,0,6,2,120,0,7,0,6,0,1,0,285,0,14,3,144,0,1,0,206,0,13
contig_20881_1,1549,0,178,0,0,0,149,0,0,0,120,0,2,0,240,0,5,0,284,0,0,0,431,0,0,0,511,0,0,0,93,0,0,0,371,0,3,0,230,0,0,1,216,0,1,0,33,0,0,0,153,0,0,0,223,0,1,0,288,0,0,0,87,0,0,0,222,0,0,0,165,0,0,0,288,0,0,0,126,2,2,0,7,0,0,0,298,0,0,0,148,0,0,0,218,0,2
contig_20881_1,1550,0,0,0,178,0,0,0,148,0,0,0,124,0,0,0,245,0,0,0,286,0,0,0,432,0,0,0,509,0,0,0,92,0,0,0,375,0,0,0,230,0,0,0,218,0,0,0,32,0,0,0,156,0,0,0,223,0,0,0,286,0,0,0,87,0,0,0,223,0,0,0,164,0,0,0,286,0,0,0,130,0,0,0,7,0,0,0,300,0,0,0,147,0,0,0,219
contig_20881_1,1551,0,178,0,0,0,102,0,50,0,91,2,32,0,242,5,1,0,221,0,68,0,312,0,120,1,382,1,126,1,86,0,6,1,356,3,17,0,218,0,11,0,146,0,70,0,29,0,1,2,146,0,10,0,216,1,8,0,249,0,37,0,85,0,2,0,206,0,19,0,118,0,46,0,276,0,10,0,102,2,26,0,7,0,0,0,299,0,1,0,136,0,14,0,214,2,1
contig_20881_1,1552,180,0,0,0,155,0,0,0,130,0,0,0,250,0,0,0,290,0,0,0,436,0,0,0,510,0,0,0,93,0,0,0,377,0,0,0,234,0,1,0,218,1,0,0,31,0,0,0,161,0,0,0,230,0,0,0,293,0,0,0,86,0,0,0,227,0,0,0,165,0,0,0,287,0,0,0,132,0,0,0,7,0,0,0,303,0,1,0,152,0,0,0,217,0,0,0
contig_20881_1,1553,181,0,0,0,155,0,0,0,132,0,0,0,253,1,0,0,293,0,0,0,437,0,0,0,507,0,0,0,93,0,0,0,375,0,0,0,237,0,0,0,222,0,0,0,32,0,0,0,162,0,0,1,230,0,0,0,295,0,0,0,87,0,0,0,229,0,0,0,166,0,0,0,289,0,0,0,136,0,0,0,7,0,0,0,309,0,0,0,152,0,0,0,217,0,0,0
contig_20881_1,1554,180,0,1,0,155,0,0,0,133,0,0,0,255,0,0,0,290,0,0,1,441,0,0,0,509,0,0,0,91,0,1,0,374,0,1,0,239,0,0,0,221,0,0,0,31,0,0,0,162,0,0,0,229,0,2,0,295,0,0,0,86,0,0,0,228,0,0,0,167,0,0,0,289,0,0,0,137,0,0,0,7,0,0,0,307,0,0,0,149,0,2,0,216,0,0,0
contig_20881_1,1555,0,0,181,0,0,0,154,0,0,0,133,0,0,0,254,0,0,0,288,0,1,1,440,0,0,0,509,0,0,1,91,0,0,0,375,0,0,0,239,0,1,0,219,1,0,0,31,0,0,0,162,0,0,0,230,0,0,0,293,0,0,0,85,0,0,0,226,0,0,0,166,0,0,0,283,0,0,0,137,0,0,0,7,0,0,0,307,0,0,0,149,0,0,0,217,0
contig_20881_1,1556,182,0,0,0,157,0,0,0,135,0,0,0,252,0,0,0,289,0,0,0,438,0,0,0,508,0,0,0,94,0,0,0,377,0,0,0,239,0,1,0,217,0,0,0,31,0,0,0,159,0,0,0,232,0,0,0,292,0,1,0,85,0,0,0,226,0,0,0,166,0,0,0,287,0,0,0,136,0,1,0,7,0,0,0,305,0,0,0,150,0,0,0,217,0,0,0
contig_20881_1,1557,0,150,0,28,0,142,0,15,0,134,0,2,0,190,0,59,0,229,0,59,0,371,0,68,1,414,0,93,0,93,0,0,0,330,0,44,0,185,0,47,0,220,0,0,0,27,0,4,0,143,0,12,0,193,0,25,0,230,0,39,0,84,0,2,0,185,0,41,0,141,0,22,0,205,0,70,0,118,0,20,0,6,0,1,0,218,0,74,0,149,1,0,0,172,0,43
contig_20881_1,1558,0,0,177,0,0,0,158,0,0,0,137,0,0,0,245,0,0,1,286,0,0,0,442,0,1,0,506,0,0,0,93,0,2,0,371,0,0,0,231,0,1,0,222,0,0,0,31,0,0,0,151,1,0,0,217,0,0,0,267,0,0,0,86,0,0,0,223,0,0,0,162,0,0,0,272,0,1,0,136,0,0,0,7,0,0,0,290,0,0,0,148,0,0,0,215,0
contig_20881_1,1559,178,0,0,0,159,0,0,0,137,0,0,0,248,0,0,0,284,0,0,0,436,0,0,0,507,0,0,0,92,0,0,0,368,0,0,0,234,0,0,0,223,0,0,0,30,0,0,0,153,0,0,0,218,0,0,0,269,0,0,0,86,0,0,0,223,0,0,0,161,0,0,0,273,0,0,0,134,0,0,0,7,0,0,0,292,0,0,0,147,0,0,0,214,0,0,0
contig_20881_1,1560,0,177,0,0,0,159,0,0,0,137,0,0,1,246,0,1,0,284,0,0,0,439,0,0,0,505,0,0,0,93,0,0,0,371,0,0,0,234,0,0,0,224,0,0,0,30,0,0,0,148,0,2,0,220,0,0,0,267,0,0,0,84,0,2,0,223,0,0,0,163,0,0,0,273,0,0,0,135,0,1,0,7,0,0,0,292,0,0,0,148,0,0,0,212,0,0
contig_20881_1,1561,0,0,178,0,0,0,162,0,0,0,138,0,0,0,247,0,1,0,279,0,3,0,436,0,2,0,504,0,0,0,93,0,0,0,376,0,0,0,237,0,0,0,218,0,0,0,31,0,0,0,150,0,0,0,221,0,0,0,268,0,0,0,88,0,0,0,220,0,0,0,163,0,0,0,273,0,0,0,137,0,0,0,7,0,0,0,292,0,0,0,148,0,0,0,211,0
contig_20881_1,1562,0,0,0,179,0,0,0,160,0,0,0,140,0,0,0,245,0,0,0,280,0,0,0,438,0,0,1,508,0,0,0,95,0,0,0,371,0,0,0,235,1,0,0,218,0,0,0,31,0,0,0,150,0,1,0,220,0,0,0,264,0,0,0,88,0,0,0,216,1,0,0,162,0,0,0,271,0,0,0,136,0,0,0,7,0,0,0,289,0,0,0,147,0,0,0,210
contig_20881_1,1563,1,0,0,178,15,0,0,145,0,0,2,138,0,0,5,239,52,0,0,225,57,0,1,379,79,0,0,430,0,0,0,95,7,0,2,363,2,0,0,233,0,0,2,217,3,0,1,27,8,0,0,145,1,0,1,218,18,0,0,245,4,0,0,86,2,0,0,214,14,0,1,149,1,0,0,271,16,0,2,119,1,0,0,6,0,1,0,289,0,0,0,147,0,0,2,205
contig_20881_1,1564,0,179,0,0,1,157,0,0,0,139,0,2,0,244,0,0,0,278,0,0,1,433,0,0,0,507,0,0,0,94,0,0,0,372,0,0,0,234,0,0,0,218,0,0,0,31,0,0,0,152,0,2,0,220,0,0,0,261,0,0,0,90,0,0,0,216,0,0,0,163,0,0,0,272,0,0,0,138,0,0,0,8,0,0,0,289,0,0,0,147,0,0,0,206,0,0
contig_20881_1,1565,0,0,176,0,0,0,157,0,0,0,135,0,0,0,238,0,0,0,276,0,0,1,431,0,0,0,507,0,0,0,95,0,0,0,372,0,0,0,228,0,0,0,215,2,0,0,32,0,0,0,152,0,0,0,213,0,0,0,258,0,0,0,89,0,0,0,210,0,0,0,160,0,0,0,264,0,0,0,139,0,0,0,8,0,0,0,283,0,0,0,147,0,0,0,203,0
contig_20881_1,1566,0,175,0,0,0,157,0,0,0,134,0,0,0,238,0,0,0,278,0,0,0,430,2,0,1,509,0,0,0,95,0,0,0,373,2,1,0,226,0,0,0,216,0,0,0,33,0,0,0,150,0,0,0,212,0,0,0,254,0,1,0,88,0,0,0,209,0,0,0,159,0,0,0,262,0,0,0,140,0,0,0,8,0,0,0,280,0,0,0,147,0,0,0,203,0,0
contig_20881_1,1567,0,0,174,0,0,0,156,0,0,0,132,0,0,0,238,0,0,0,276,0,1,0,429,0,2,0,506,0,0,0,94,0,0,0,373,0,0,0,226,0,0,0,213,0,0,0,33,0,0,0,144,1,0,0,210,0,0,0,254,0,1,0,86,0,0,0,207,0,0,0,160,0,0,0,260,0,0,0,139,0,0,0,8,0,0,0,280,0,0,0,145,0,0,0,204,0
contig_20881_1,1568,180,0,0,0,157,0,0,0,135,0,0,0,236,0,0,0,275,0,0,0,427,0,0,0,509,0,0,0,94,0,0,0,370,0,0,0,228,0,0,0,215,0,0,0,34,0,0,0,144,0,0,0,209,0,0,0,250,0,1,0,87,0,0,0,205,0,0,0,159,0,0,0,258,0,0,0,140,0,0,0,8,0,0,0,278,0,1,0,146,0,0,0,204,0,0,0
contig_20881_1,1569,177,0,0,0,148,9,0,0,134,1,0,0,236,0,0,0,270,0,0,5,428,0,0,0,501,0,2,3,84,10,0,0,371,1,0,0,229,0,0,0,217,2,0,0,33,0,0,0,146,0,0,0,208,0,1,0,253,0,0,0,71,14,0,0,206,0,0,0,150,10,0,0,259,0,0,0,135,3,1,1,8,0,0,0,279,0,0,0,141,5,0,0,203,0,0,0
contig_20881_1,1570,0,0,182,0,0,0,156,0,0,0,141,0,0,0,247,0,0,0,275,0,0,0,430,0,0,0,506,0,0,0,93,0,0,0,373,0,1,0,237,0,0,0,219,0,0,0,33,0,0,0,151,0,0,0,213,0,0,0,266,0,0,0,85,0,0,0,214,0,0,0,162,0,0,0,270,0,0,0,140,0,0,0,9,0,0,0,291,0,0,0,147,0,0,0,204,0
contig_20881_1,1571,0,0,0,183,0,0,0,156,0,0,0,139,0,0,0,247,0,0,0,271,0,0,0,428,0,0,1,507,0,0,0,92,0,0,0,375,1,0,0,237,0,0,1,215,0,0,0,33,0,0,0,152,0,0,0,214,0,0,1,265,0,0,0,85,0,0,0,215,0,0,0,163,0,1,0,269,0,0,0,140,0,0,0,9,0,0,0,290,0,0,0,147,0,0,0,203
contig_20881_1,1572,0,185,0,0,0,146,0,8,0,139,0,0,0,249,0,0,1,269,0,1,1,425,0,3,0,506,0,4,0,82,0,7,0,375,0,1,0,240,0,0,2,210,0,4,0,34,0,0,2,146,0,2,0,215,0,0,2,266,0,1,0,77,0,8,1,213,0,2,0,158,0,5,0,276,0,0,3,133,1,3,0,9,0,0,0,292,0,0,0,144,0,5,0,204,0,0
contig_20881_1,1573,185,0,0,0,153,0,0,0,140,0,0,0,247,0,0,0,273,0,0,0,428,1,0,0,511,0,0,0,90,0,0,0,375,0,0,0,240,0,0,0,212,0,0,0,34,0,0,0,149,0,0,0,216,0,0,0,269,0,0,0,86,0,0,0,216,0,0,0,163,0,0,0,276,0,1,0,140,0,0,0,9,0,0,0,292,0,0,0,151,0,0,0,206,0,0,0
contig_20881_1,1574,185,0,0,0,152,0,0,0,140,0,0,0,247,0,0,0,275,0,0,0,427,0,0,0,518,0,0,0,90,0,0,0,373,0,0,0,240,0,0,0,215,0,0,0,34,0,0,0,149,0,0,0,216,0,0,0,269,0,0,0,86,0,0,0,216,0,0,0,161,0,0,0,281,0,0,0,139,0,0,0,9,0,0,0,292,0,0,0,149,1,0,0,206,0,0,0
contig_20881_1,1575,185,0,0,0,153,0,0,0,140,0,0,0,247,0,0,0,278,0,0,0,425,0,0,0,516,0,0,1,91,0,0,0,372,0,0,0,241,0,0,0,216,0,0,0,34,0,0,0,148,0,1,0,215,1,0,0,270,0,0,0,88,0,0,0,216,0,0,0,161,0,0,0,281,0,0,0,139,0,0,0,9,0,0,0,292,0,0,0,150,0,0,0,207,0,0,0
contig_20881_1,1576,0,0,183,0,1,0,152,0,0,0,150,0,0,0,248,0,0,0,281,0,0,0,434,0,0,0,518,0,1,0,96,0,0,0,370,0,0,0,242,0,0,0,228,0,0,0,34,0,0,0,148,0,0,0,214,0,0,0,267,0,0,0,94,0,0,0,220,0,1,0,160,0,0,0,281,0,0,0,138,0,0,0,9,0,0,0,291,0,1,0,154,0,1,0,207,0
contig_20881_1,1577,181,0,0,0,150,0,0,0,149,0,1,0,251,0,0,0,281,0,0,0,436,0,0,0,519,1,0,0,96,0,0,0,368,0,0,0,245,0,0,0,226,0,0,0,33,0,0,0,149,0,0,0,214,0,0,0,265,0,0,0,95,0,0,0,220,0,0,0,162,0,0,0,283,0,0,0,139,0,0,0,9,0,0,0,291,0,0,0,155,0,0,0,205,0,0,0
contig_20881_1,1578,179,0,0,0,149,1,0,0,148,0,0,0,244,0,0,0,284,0,0,0,433,0,0,0,514,0,0,0,96,0,0,0,368,0,0,0,244,0,0,0,226,0,0,0,33,0,0,0,149,0,0,0,214,0,0,0,263,0,0,0,94,0,0,0,219,0,1,0,163,0,0,0,282,0,1,0,139,0,0,0,9,0,0,0,291,0,0,0,155,0,0,0,205,0,0,0
contig_20881_1,1579,0,0,173,0,0,0,150,0,0,0,144,0,0,0,239,0,0,0,284,0,0,1,433,0,0,0,514,0,0,0,97,0,0,0,370,0,0,0,239,0,0,0,228,0,0,0,33,0,1,0,145,0,0,0,209,0,0,0,268,0,0,0,92,0,0,0,209,0,0,0,163,0,0,0,275,0,0,0,139,0,0,0,9,0,0,0,278,0,0,0,156,0,0,0,203,0
contig_20881_1,1580,0,0,173,0,0,0,149,0,0,0,143,0,0,0,241,0,0,0,284,2,0,0,434,0,0,0,512,0,0,0,96,0,0,0,369,0,0,0,237,0,0,0,226,0,0,0,33,0,0,0,147,0,0,0,213,1,0,0,264,0,0,0,93,0,0,0,210,0,0,0,162,1,1,0,275,0,0,0,138,0,0,0,9,0,0,0,279,0,0,0,156,0,0,0,203,0
contig_20881_1,1581,0,0,0,173,1,14,0,134,1,1,0,141,0,2,0,238,2,2,1,282,5,5,1,419,3,6,1,502,0,20,0,76,0,11,1,356,2,2,0,234,4,3,3,217,0,6,0,27,2,34,0,108,4,6,0,203,2,2,0,259,0,19,0,72,2,1,0,206,2,15,0,143,1,2,0,269,2,18,0,118,0,0,0,8,0,1,0,274,0,10,0,145,1,0,1,202
contig_20881_1,1582,0,0,0,172,0,0,0,148,0,0,0,141,0,0,0,243,0,0,0,286,0,1,0,430,0,0,0,515,0,0,0,96,0,0,0,368,0,0,0,239,0,0,1,223,0,0,0,33,0,0,0,144,0,0,0,211,0,0,0,265,0,0,0,89,0,0,0,209,0,0,0,160,0,0,0,272,0,0,0,139,0,0,0,8,0,0,0,274,0,0,0,154,0,1,0,202
contig_20881_1,1583,0,0,0,173,0,0,0,149,0,0,0,142,0,1,0,242,0,0,0,287,0,0,0,431,0,0,0,513,0,0,0,95,0,0,0,366,0,0,0,239,0,0,1,220,0,0,0,34,0,0,0,143,0,0,0,212,0,0,0,265,0,0,0,89,0,1,0,208,0,0,0,159,0,0,0,273,0,0,0,140,0,0,0,8,0,0,0,274,0,0,0,154,0,0,0,201
contig_20881_1,1584,0,155,0,19,0,136,0,15,0,123,0,19,0,230,0,11,0,238,0,48,0,367,0,65,0,427,0,84,0,81,0,13,0,342,0,22,0,215,0,23,0,204,0,17,0,19,0,15,0,76,0,66,0,197,0,16,0,223,0,41,0,82,0,7,0,184,0,26,0,145,0,14,0,262,0,9,0,128,0,10,0,7,0,1,0,259,0,14,0,144,0,10,0,189,0,9
contig_20881_1,1585,1,0,174,0,0,0,149,0,0,0,144,0,0,0,240,0,0,0,285,0,0,0,431,0,0,0,508,0,0,0,95,0,0,0,367,0,0,0,238,1,0,0,219,0,0,0,34,0,0,0,147,0,0,0,213,0,0,0,264,0,0,0,90,0,0,0,209,0,0,1,153,0,0,0,273,0,0,0,137,1,0,0,8,0,0,0,275,0,0,0,155,0,0,0,197,0
contig_20881_1,1586,177,0,0,0,149,0,0,0,143,0,0,0,240,0,0,0,286,0,0,0,435,0,0,0,504,1,0,0,97,0,0,0,369,0,0,0,238,0,1,0,219,0,0,0,33,0,0,0,146,0,1,0,213,0,0,0,266,0,0,0,90,0,0,0,211,0,0,0,152,0,0,0,273,0,0,0,139,0,0,0,7,0,1,0,276,0,0,0,156,0,0,0,198,0,0,0
contig_20881_1,1587,0,2,171,0,0,0,150,0,1,0,142,0,0,0,245,0,0,0,285,0,0,0,431,0,0,0,505,0,0,0,96,0,0,0,367,0,0,0,240,0,1,0,219,0,0,0,33,0,0,0,149,0,0,0,216,0,0,0,269,0,0,0,89,0,0,0,213,0,0,0,151,0,0,0,279,0,0,0,140,0,0,0,8,0,0,0,275,2,0,0,155,0,0,0,199,0
contig_20881_1,1588,0,0,0,170,0,0,0,150,0,1,0,137,2,0,0,232,0,0,1,281,0,0,0,433,0,0,0,503,0,0,0,95,0,0,2,364,0,0,0,236,0,0,0,222,0,0,0,34,0,0,0,150,0,1,0,205,0,0,1,264,0,0,0,89,0,1,0,204,0,0,0,152,1,0,0,270,0,0,0,139,0,0,0,8,0,1,0,265,0,0,0,157,0,1,0,197
contig_20881_1,1589,0,0,170,0,0,0,151,0,1,0,139,0,0,0,231,0,0,0,283,0,0,0,431,0,0,0,503,0,0,0,95,0,0,0,362,0,0,0,236,0,0,0,219,1,0,0,34,0,0,0,151,0,0,0,210,0,0,0,263,0,0,0,89,0,1,0,201,0,0,0,153,0,0,0,270,0,0,1,139,0,0,0,8,0,0,0,266,0,0,0,156,0,0,0,191,0
contig_20881_1,1590,0,166,0,0,0,150,0,1,0,138,0,1,0,229,0,2,0,279,0,4,0,428,0,3,0,501,1,2,0,93,0,1,0,356,1,1,0,235,0,0,0,220,0,0,0,34,0,0,0,149,0,2,2,209,0,0,0,262,0,0,0,86,0,5,0,199,0,1,0,149,0,0,0,270,0,0,0,136,0,3,0,8,0,0,0,265,0,0,0,155,0,3,0,191,0,0
contig_20881_1,1591,0,0,165,0,0,0,149,1,0,0,138,0,0,0,231,0,0,0,280,0,0,0,428,0,0,0,501,0,0,0,97,0,0,0,361,1,0,0,233,0,0,0,222,0,0,0,34,0,0,0,148,0,0,1,208,0,0,0,260,1,0,0,92,0,0,0,199,0,0,0,147,0,0,0,270,0,0,0,140,0,0,0,8,0,0,0,265,0,0,0,159,0,0,0,191,0
contig_20881_1,1592,0,0,161,0,0,0,151,0,0,0,139,0,0,0,231,0,0,0,284,0,0,0,427,0,0,0,498,0,0,0,96,0,0,1,360,0,0,0,236,0,0,0,222,0,0,0,33,0,0,0,151,0,0,0,203,0,0,0,263,0,0,0,95,0,0,0,204,0,0,0,146,0,0,0,269,0,0,0,141,0,0,0,8,0,0,0,274,0,0,0,158,0,0,0,189,0
contig_20881_1,1593,0,0,0,159,0,0,1,152,0,0,0,139,0,0,0,231,0,0,1,281,0,0,1,428,0,0,1,500,0,0,0,96,0,0,0,360,0,0,0,236,1,0,0,220,0,0,0,32,0,0,0,149,1,1,0,202,0,0,0,263,0,0,0,95,0,0,0,202,0,2,0,143,0,0,0,270,0,0,0,141,0,0,0,8,1,0,0,273,0,0,0,154,0,0,0,188
contig_20881_1,1594,161,0,0,0,152,0,0,0,144,0,0,0,233,0,0,0,279,0,0,0,429,0,0,0,502,0,0,0,96,0,0,0,359,1,0,0,235,0,0,0,222,0,0,0,32,0,0,0,149,0,0,0,205,0,0,0,262,0,0,0,97,0,0,0,207,0,0,0,148,0,0,0,271,0,0,0,141,0,0,0,8,0,0,0,279,0,0,0,154,0,0,0,185,0,0,0
contig_20881_1,1595,0,0,0,161,0,0,0,152,0,2,0,142,0,0,0,233,0,0,0,278,0,0,0,428,0,0,0,503,0,0,0,96,0,0,0,354,0,0,0,235,0,0,1,221,0,0,0,32,0,0,0,149,0,0,0,205,0,0,0,262,0,0,0,98,0,0,0,206,0,0,0,146,0,0,0,272,0,0,0,141,0,0,0,8,0,0,0,279,0,0,0,153,0,0,0,188
contig_20881_1,1596,0,162,0,0,0,152,0,0,0,146,0,0,0,235,0,0,0,278,0,0,0,429,0,0,0,500,0,1,0,93,0,2,0,355,0,0,0,229,0,0,0,221,0,0,0,32,0,0,0,150,0,0,0,206,0,0,0,260,0,0,0,98,0,0,0,205,0,0,0,147,0,0,0,273,0,0,0,142,0,0,0,8,0,0,0,276,0,0,0,151,0,1,0,185,0,0
contig_20881_1,1597,162,0,0,0,150,0,0,0,134,0,0,0,232,0,0,2,276,0,0,0,419,0,1,0,498,0,0,0,91,0,0,0,358,0,0,0,227,0,0,0,213,0,0,0,32,0,0,0,149,0,0,0,206,0,0,0,258,0,0,0,93,0,0,0,200,0,0,0,145,0,0,0,272,0,0,0,142,0,0,0,8,0,0,0,276,0,0,0,147,0,0,0,188,0,0,0
contig_20881_1,1598,163,0,0,0,149,0,0,0,132,0,0,0,233,0,0,0,282,0,0,0,418,0,0,0,500,0,0,0,92,0,0,0,357,1,0,0,225,0,0,0,211,1,0,0,32,0,0,0,146,0,0,0,203,0,0,0,259,0,0,0,93,0,0,0,196,0,0,0,145,0,0,0,268,0,0,0,143,0,0,0,7,0,0,0,273,0,0,0,146,0,0,0,187,0,0,0
contig_20881_1,1599,162,0,0,0,149,0,1,0,129,0,1,0,228,0,0,1,282,0,0,0,414,1,0,0,501,0,0,0,93,0,0,0,359,0,0,0,222,0,0,1,205,1,2,1,32,0,0,0,144,0,0,0,200,0,1,0,254,1,1,0,93,0,0,0,195,0,0,0,146,0,0,0,259,0,3,0,141,0,1,0,7,0,0,0,268,0,0,0,146,0,0,0,187,0,0,0
contig_20881_1,1600,0,163,0,0,0,151,0,0,0,130,0,0,0,233,0,0,0,282,0,0,1,416,0,0,0,499,0,0,0,93,0,0,0,358,0,0,0,229,0,0,0,210,0,0,0,32,0,0,0,144,0,0,0,210,0,0,0,260,0,0,0,92,0,0,0,196,0,0,1,148,0,0,0,264,0,0,0,144,0,0,0,7,0,0,0,271,0,0,0,145,0,0,0,187,0,0
contig_20881_1,1601,0,0,0,154,0,0,0,151,0,0,0,128,1,0,0,223,0,0,0,282,0,2,0,418,0,0,0,497,0,0,0,93,0,0,0,359,0,0,0,222,0,0,0,210,0,0,0,32,0,0,0,137,0,0,0,201,0,0,0,250,0,0,0,92,0,0,0,192,0,0,0,149,0,0,0,257,0,0,0,145,0,0,0,7,0,1,0,262,0,0,0,146,0,0,0,190
