,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
contig_21633_8,1167,0.0,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,0.656,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1168,0.0,0.0,1.0,0.0,0.988,0.004,0.008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.156,0.004,0.84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1169,0.0,1.0,0.0,0.0,0.008,0.024,0.968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1170,0.012,0.988,0.0,0.0,0.592,0.408,0.0,0.0,0.116,0.884,0.0,0.0,0.0,1.0,0.0,0.0,0.104,0.896,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1173,0.928,0.0,0.072,0.0,0.22,0.0,0.78,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.544,0.0,0.456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1176,1.0,0.0,0.0,0.0,0.004,0.396,0.004,0.596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.952,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_21633_8,1179,0.836,0.0,0.164,0.0,0.024,0.0,0.244,0.732,0.144,0.0,0.856,0.0,1.0,0.0,0.0,0.0,0.156,0.0,0.572,0.272,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1180,0.0,0.332,0.0,0.668,0.0,0.992,0.0,0.008,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.004,0.992,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,1182,0.0,0.0,1.0,0.0,0.0,0.036,0.964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1188,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1191,0.0,1.0,0.0,0.0,0.0,0.988,0.012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.796,0.204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14,0.092,0.768,0.0,0.0,0.0,1.0,0.0,0.744,0.0,0.256,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1197,0.012,0.988,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1200,0.0,0.0,1.0,0.0,0.44,0.0,0.56,0.0,0.592,0.0,0.408,0.0,0.0,0.0,1.0,0.0,0.176,0.0,0.824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1201,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.976,0.024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1203,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.344,0.656,0.0,0.0,1.0,0.0,0.0,0.0,0.848,0.152,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,1206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,1209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1212,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.068,0.0,0.932,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.936,0.064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1214,0.0,0.0,0.0,1.0,0.004,0.996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.988,0.008,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1215,0.02,0.0,0.98,0.0,0.0,0.04,0.044,0.916,0.008,0.944,0.048,0.0,1.0,0.0,0.0,0.0,0.968,0.02,0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,1218,0.0,1.0,0.0,0.0,0.0,0.952,0.008,0.04,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1221,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1224,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1227,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,1233,0.0,0.0,1.0,0.0,0.0,0.004,0.812,0.184,0.0,0.0,0.912,0.088,0.0,0.0,1.0,0.0,0.0,0.572,0.392,0.036,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1236,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1239,1.0,0.0,0.0,0.0,0.0,0.016,0.084,0.9,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.004,0.904,0.088,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1242,0.0,1.0,0.0,0.0,0.0,0.132,0.864,0.004,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1248,0.0,1.0,0.0,0.0,0.0,0.884,0.116,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1249,1.0,0.0,0.0,0.0,0.992,0.0,0.0,0.008,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.0,0.996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1257,0.0,0.0,1.0,0.0,0.876,0.0,0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1260,0.0,0.0,1.0,0.0,0.476,0.0,0.524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.172,0.0,0.828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1263,0.0,0.0,0.0,1.0,0.0,0.304,0.0,0.696,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.688,0.0,0.312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,1269,1.0,0.0,0.0,0.0,0.84,0.0,0.16,0.0,0.956,0.0,0.044,0.0,0.0,0.0,1.0,0.0,0.604,0.0,0.396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1275,0.0,0.0,1.0,0.0,0.972,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.232,0.0,0.768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1287,1.0,0.0,0.0,0.0,0.984,0.004,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012,0.0,0.988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1290,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1294,1.0,0.0,0.0,0.0,0.024,0.016,0.0,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.604,0.0,0.096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,1295,0.0,0.0,1.0,0.0,0.124,0.872,0.004,0.0,0.0,0.012,0.988,0.0,0.0,1.0,0.0,0.0,0.032,0.104,0.864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1296,0.0,1.0,0.0,0.0,0.864,0.128,0.008,0.0,0.356,0.26,0.0,0.384,0.0,1.0,0.0,0.0,0.0,0.104,0.008,0.888,0.0,1.0,0.0,0.0,0.0,0.344,0.0,0.656
contig_21633_8,1299,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,1302,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.908,0.0,0.092,0.0,1.0,0.0,0.0,0.0,0.088,0.0,0.912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1314,1.0,0.0,0.0,0.0,0.868,0.0,0.132,0.0,0.84,0.0,0.16,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.116,0.0,0.884,0.0
contig_21633_8,1323,0.0,0.0,1.0,0.0,0.964,0.0,0.036,0.0,0.964,0.0,0.036,0.0,0.0,0.0,1.0,0.0,0.776,0.0,0.224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1327,1.0,0.0,0.0,0.0,0.148,0.148,0.0,0.704,0.316,0.664,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.344,0.0,0.656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1332,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.276,0.036,0.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,1334,0.0,0.0,1.0,0.0,0.0,0.976,0.024,0.0,0.0,0.236,0.764,0.0,0.0,1.0,0.0,0.0,0.0,0.664,0.296,0.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1341,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,1344,0.0,1.0,0.0,0.0,0.0,0.044,0.956,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.948,0.048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1359,0.0,0.0,1.0,0.0,0.004,0.82,0.064,0.112,0.0,0.0,0.984,0.016,0.0,0.0,1.0,0.0,0.02,0.336,0.356,0.288,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,1362,1.0,0.0,0.0,0.0,0.112,0.344,0.544,0.0,0.928,0.04,0.032,0.0,1.0,0.0,0.0,0.0,0.256,0.372,0.348,0.024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,1365,0.0,0.0,0.0,1.0,0.004,0.12,0.012,0.864,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.048,0.368,0.048,0.536,0.0,0.0,0.0,1.0,0.0,0.984,0.0,0.016
contig_21633_8,1371,0.0,0.0,0.0,1.0,0.872,0.08,0.004,0.044,0.004,0.008,0.004,0.984,0.0,0.0,0.0,1.0,0.164,0.556,0.044,0.236,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21674_1,3,0.04,0.504,0.272,0.184,0.04,0.052,0.22,0.688,0.004,0.904,0.068,0.024,0.004,0.06,0.928,0.008,0.1,0.168,0.464,0.268,0.0,0.0,1.0,0.0,0.0,0.004,0.984,0.012
contig_21674_1,21,0.992,0.0,0.0,0.008,0.0,0.436,0.516,0.048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.396,0.376,0.224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,24,0.0,0.968,0.0,0.032,0.004,0.648,0.016,0.332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.024,0.844,0.02,0.112,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,27,0.0,0.884,0.0,0.116,0.004,0.208,0.004,0.784,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.024,0.564,0.016,0.396,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,30,0.0,0.0,0.0,1.0,0.004,0.02,0.976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.124,0.852,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,33,1.0,0.0,0.0,0.0,0.552,0.044,0.316,0.088,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.216,0.7,0.06,0.024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,36,0.0,1.0,0.0,0.0,0.008,0.624,0.0,0.368,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.316,0.008,0.676,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,39,0.0,0.972,0.0,0.028,0.004,0.864,0.0,0.132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.104,0.336,0.0,0.56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,42,0.0,0.0,1.0,0.0,0.668,0.0,0.332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.876,0.008,0.108,0.008,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,45,0.0,0.98,0.0,0.02,0.0,0.64,0.0,0.36,0.0,0.036,0.0,0.964,0.0,1.0,0.0,0.0,0.004,0.936,0.004,0.056,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,48,0.0,0.068,0.0,0.932,0.0,0.404,0.004,0.592,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.544,0.0,0.456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,51,0.0,0.004,0.112,0.884,0.0,0.712,0.212,0.076,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.016,0.264,0.664,0.056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,54,0.0,0.996,0.0,0.004,0.0,0.016,0.0,0.984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.884,0.112,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,66,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,0.968,0.0,0.032,0.0,1.0,0.0,0.0,0.0,0.28,0.004,0.716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,69,0.0,0.964,0.0,0.036,0.0,0.784,0.128,0.088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.588,0.128,0.276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,72,0.0,0.012,0.98,0.008,0.0,0.252,0.084,0.664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.684,0.052,0.264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,78,0.0,1.0,0.0,0.0,0.0,0.976,0.0,0.024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,82,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,84,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,87,0.0,0.992,0.0,0.008,0.14,0.856,0.0,0.004,0.0,0.936,0.0,0.064,0.0,1.0,0.0,0.0,0.064,0.916,0.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,93,0.208,0.0,0.792,0.0,0.848,0.0,0.152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.94,0.0,0.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,96,0.0,0.248,0.0,0.752,0.0,0.352,0.0,0.648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.656,0.0,0.344
contig_21674_1,98,0.0,1.0,0.0,0.0,0.0,0.216,0.784,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.792,0.208,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,102,0.0,0.008,0.0,0.992,0.0,0.836,0.0,0.164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21674_1,108,0.0,0.004,0.996,0.0,0.02,0.0,0.816,0.164,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.516,0.136,0.264,0.084,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,111,1.0,0.0,0.0,0.0,0.904,0.0,0.096,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.564,0.0,0.436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,114,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,120,0.0,0.996,0.0,0.004,0.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.008,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,123,0.0,1.0,0.0,0.0,0.0,0.028,0.0,0.972,0.0,0.784,0.0,0.216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21674_1,132,0.0,1.0,0.0,0.0,0.0,0.92,0.0,0.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21674_1,135,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.964,0.036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,138,0.0,1.0,0.0,0.0,0.0,0.636,0.0,0.364,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.952,0.0,0.048,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,141,0.0,0.02,0.0,0.98,0.0,0.952,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,142,0.992,0.0,0.0,0.008,0.164,0.0,0.0,0.836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.848,0.0,0.0,0.152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,144,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.16,0.068,0.764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,147,0.0,0.876,0.124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012,0.092,0.896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,153,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.964,0.0,0.036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,156,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,160,0.0,0.76,0.24,0.0,0.0,0.976,0.012,0.012,0.0,0.236,0.764,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,162,0.0,0.0,1.0,0.0,0.0,0.0,0.956,0.044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.096,0.904,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,168,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.184,0.0,0.816,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,177,0.0,1.0,0.0,0.0,0.0,0.976,0.0,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352,0.0,0.648,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,184,0.0,1.0,0.0,0.0,0.008,0.992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,185,0.0,0.0,1.0,0.0,0.0,0.028,0.972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.064,0.936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,186,0.0,0.0,0.0,1.0,0.0,0.272,0.0,0.728,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.732,0.0,0.268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,201,0.0,0.848,0.0,0.152,1.0,0.0,0.0,0.0,0.0,0.844,0.0,0.156,0.0,0.0,0.0,1.0,0.0,0.216,0.0,0.784,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21674_1,204,0.0,0.0,0.0,1.0,0.0,0.032,0.0,0.968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.964,0.0,0.036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,214,0.86,0.0,0.14,0.0,1.0,0.0,0.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,1.0,0.0,0.756,0.0,0.244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21674_1,219,0.0,0.0,0.0,1.0,0.0,0.872,0.0,0.128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.136,0.0,0.864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21674_1,222,0.616,0.384,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21674_1,225,0.0,0.988,0.012,0.0,0.0,1.0,0.0,0.0,0.0,0.252,0.748,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
